holding_id,InputRoster_masika__id,s11q01b,s11q01b_unit
03-35-39-96,Herbicides (liquid),4,Liter
03-35-39-96,Fungicides,4,Liter
03-35-49-25,Urea,20850,Kilogram
03-35-49-25,Diammonium phosphate (DAP),15000,Kilogram
03-35-49-25,Calcium ammonium nitrate (CAN),7600,Kilogram
03-35-49-25,Insecticides,100,Liter
03-35-49-25,Herbicides (liquid),400,Liter
03-36-11-87,Calcium ammonium nitrate (CAN),150,Kilogram
03-36-11-87,Insecticides,1,Liter
03-36-11-87,Fungicides,2,Liter
03-36-20-35,Urea,225,Kilogram
03-36-20-35,Insecticides,1,Liter
03-36-35-77,Urea,150,Kilogram
03-36-35-77,Diammonium phosphate (DAP),50,Kilogram
03-36-35-77,Insecticides,1,Liter
03-36-78-00,Urea,100,Kilogram
03-36-78-00,Calcium ammonium nitrate (CAN),150,Kilogram
03-36-78-00,Ammonium sulphate (SA),50,Kilogram
03-37-17-66,Urea,300,Kilogram
03-37-17-66,Calcium ammonium nitrate (CAN),300,Kilogram
03-37-17-66,Insecticides,2,Liter
03-37-29-89,Diammonium phosphate (DAP),50,Kilogram
03-37-29-89,Calcium ammonium nitrate (CAN),50,Kilogram
03-37-29-89,Herbicides (liquid),2,Liter
03-37-29-89,Fungicides,3,Liter
03-37-30-93,Urea,50,Kilogram
03-37-30-93,Calcium ammonium nitrate (CAN),100,Kilogram
03-37-30-93,Ammonium sulphate (SA),100,Kilogram
03-37-30-93,Insecticides,3,Liter
03-37-30-93,Herbicides (liquid),3,Liter
03-37-47-95,Insecticides,1,Liter
03-38-43-66,Urea,6,Kilogram
03-38-43-66,Herbicides (liquid),2,Liter
03-38-68-22,Urea,100,Kilogram
03-38-68-22,"Nitrogen, phosphorus, potassium (NPK)",300,Kilogram
03-38-68-22,Insecticides,100,Gram
03-38-73-83,Insecticides,1,Liter
03-39-04-12,Urea,150,Kilogram
03-39-04-12,Calcium ammonium nitrate (CAN),50,Kilogram
03-39-04-12,Ammonium sulphate (SA),50,Kilogram
03-39-05-38,Insecticides,83,Gram
03-39-23-20,Calcium ammonium nitrate (CAN),5,Kilogram
03-39-23-20,Insecticides,0,Liter
03-39-23-20,Fungicides,0,Liter
03-39-39-22,Urea,100,Kilogram
03-39-39-22,Insecticides,50,Milliliter
03-39-47-14,Urea,200,Kilogram
03-39-47-14,Calcium ammonium nitrate (CAN),300,Kilogram
03-39-47-14,Ammonium sulphate (SA),200,Kilogram
03-39-48-97,Urea,150,Kilogram
03-39-48-97,Diammonium phosphate (DAP),250,Kilogram
03-39-48-97,Ammonium sulphate (SA),150,Kilogram
03-39-48-97,Herbicides (liquid),3,Liter
03-39-61-29,Diammonium phosphate (DAP),250,Kilogram
03-39-61-29,Calcium ammonium nitrate (CAN),250,Kilogram
03-39-61-29,Insecticides,1,Liter
03-39-66-42,Urea,50,Kilogram
03-39-66-42,Calcium ammonium nitrate (CAN),50,Kilogram
03-40-21-47,Insecticides,200,Milliliter
03-40-40-20,Urea,100,Kilogram
03-40-40-20,Diammonium phosphate (DAP),50,Kilogram
03-40-40-20,Insecticides,250,Milliliter
03-40-70-72,Calcium ammonium nitrate (CAN),50,Kilogram
03-40-70-72,Ammonium sulphate (SA),50,Kilogram
03-41-17-18,Urea,1000,Kilogram
03-41-17-18,Diammonium phosphate (DAP),1000,Kilogram
03-41-17-18,Calcium ammonium nitrate (CAN),1000,Kilogram
03-41-17-18,Ammonium sulphate (SA),1000,Kilogram
03-41-17-18,Insecticides,40,Liter
03-41-17-18,Herbicides (solid),30,Kilogram
03-41-17-18,Herbicides (liquid),40,Liter
03-41-21-28,Insecticides,0,Liter
03-41-21-42,Insecticides,1,Liter
03-41-44-75,Herbicides (liquid),2,Liter
03-41-57-27,Insecticides,1,Liter
03-42-08-28,Insecticides,200,Milliliter
03-42-63-39,Urea,1,Kilogram
03-42-63-39,Herbicides (liquid),1,Liter
03-42-91-98,Diammonium phosphate (DAP),25,Kilogram
03-43-12-72,Urea,3,Kilogram
03-43-91-38,Urea,500,Kilogram
03-43-91-38,Diammonium phosphate (DAP),100,Kilogram
03-43-91-38,Calcium ammonium nitrate (CAN),200,Kilogram
03-43-91-38,Ammonium sulphate (SA),200,Kilogram
03-43-91-38,Herbicides (liquid),8,Liter
03-44-02-55,Insecticides,1,Liter
03-44-02-55,Herbicides (solid),50,Kilogram
03-44-11-55,Diammonium phosphate (DAP),200,Kilogram
03-44-11-55,Calcium ammonium nitrate (CAN),500,Kilogram
03-44-11-55,Insecticides,4,Liter
03-44-23-15,Calcium ammonium nitrate (CAN),25,Kilogram
03-44-23-15,Insecticides,200,Milliliter
03-44-39-22,Insecticides,7,Liter
03-44-39-22,Fungicides,5,Liter
03-44-56-54,Diammonium phosphate (DAP),25,Kilogram
03-44-56-54,Insecticides,150,Milliliter
03-44-57-07,Diammonium phosphate (DAP),50,Kilogram
03-44-57-07,Calcium ammonium nitrate (CAN),50,Kilogram
03-45-05-86,Insecticides,100,Gram
03-45-24-16,Diammonium phosphate (DAP),350,Kilogram
03-45-24-16,Insecticides,3,Liter
03-45-24-16,Herbicides (liquid),4,Liter
03-45-32-26,Diammonium phosphate (DAP),50,Kilogram
03-45-32-26,Insecticides,100,Gram
03-45-55-75,Diammonium phosphate (DAP),100,Kilogram
03-45-55-75,Insecticides,40,Milliliter
03-45-70-61,Urea,10,Kilogram
03-45-70-61,"Nitrogen, phosphorus, potassium (NPK)",150,Kilogram
03-45-70-61,Insecticides,5,Liter
03-45-70-61,Herbicides (liquid),5,Liter
03-45-70-61,Fungicides,5,Liter
03-45-87-92,Herbicides (liquid),1,Liter
03-45-90-05,Urea,50,Kilogram
03-45-90-05,Diammonium phosphate (DAP),200,Kilogram
03-45-90-05,Insecticides,2,Liter
03-45-90-05,Fungicides,2,Liter
03-46-13-82,Urea,100,Kilogram
03-46-13-82,Ammonium sulphate (SA),100,Kilogram
03-47-67-14,Insecticides,1,Liter
03-47-69-67,Insecticides,1,Liter
03-47-74-33,Urea,50,Kilogram
03-47-74-33,Diammonium phosphate (DAP),50,Kilogram
03-47-74-33,Insecticides,45,Milliliter
03-47-75-00,Urea,200,Kilogram
03-47-75-00,Diammonium phosphate (DAP),100,Kilogram
03-47-75-00,Calcium ammonium nitrate (CAN),100,Kilogram
03-47-75-00,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
03-47-75-00,Insecticides,8,Liter
03-47-75-00,Fungicides,12,Kilogram
03-48-07-56,Urea,75,Kilogram
03-48-07-56,Diammonium phosphate (DAP),75,Kilogram
03-48-07-56,Insecticides,60,Milliliter
03-48-14-54,Urea,50,Kilogram
03-48-14-54,Diammonium phosphate (DAP),50,Kilogram
03-48-14-54,Calcium ammonium nitrate (CAN),50,Kilogram
03-48-14-54,Insecticides,1,Liter
03-48-69-91,Urea,8,Kilogram
03-48-69-91,Diammonium phosphate (DAP),8,Kilogram
03-48-69-91,Calcium ammonium nitrate (CAN),4,Kilogram
03-48-69-91,Herbicides (liquid),40,Milliliter
03-49-01-42,Diammonium phosphate (DAP),100,Kilogram
03-49-21-69,Urea,100,Kilogram
03-49-21-69,Calcium ammonium nitrate (CAN),200,Kilogram
03-49-21-69,Ammonium sulphate (SA),75,Kilogram
03-49-25-12,Urea,100,Kilogram
03-49-25-12,Diammonium phosphate (DAP),100,Kilogram
03-49-25-12,Insecticides,1,Liter
03-49-25-12,Herbicides (liquid),1,Liter
03-49-25-12,Fungicides,1,Liter
03-49-50-23,Insecticides,2,Liter
03-49-60-27,Insecticides,200,Milliliter
03-49-79-98,Diammonium phosphate (DAP),400,Kilogram
03-49-79-98,Calcium ammonium nitrate (CAN),350,Kilogram
03-49-79-98,Insecticides,2,Liter
03-49-79-98,Fungicides,3,Kilogram
03-50-25-32,Calcium ammonium nitrate (CAN),50,Kilogram
03-50-43-92,Diammonium phosphate (DAP),150,Kilogram
03-50-43-92,Calcium ammonium nitrate (CAN),50,Kilogram
03-50-43-92,Insecticides,1,Liter
03-50-43-92,Herbicides (liquid),2,Liter
03-50-43-92,Fungicides,1,Liter
03-50-51-99,Fungicides,25,Kilogram
03-50-65-29,Urea,40,Kilogram
03-50-65-29,Diammonium phosphate (DAP),20,Kilogram
03-50-65-29,Insecticides,2,Liter
03-50-65-29,Herbicides (liquid),1,Liter
03-50-71-55,Urea,100,Kilogram
03-50-71-55,Calcium ammonium nitrate (CAN),100,Kilogram
03-50-71-55,Ammonium sulphate (SA),150,Kilogram
03-51-29-92,Urea,1,Kilogram
03-51-29-92,Herbicides (liquid),100,Milliliter
03-51-41-23,Insecticides,2,Liter
03-52-32-17,Insecticides,20,Milliliter
03-52-34-98,Diammonium phosphate (DAP),50,Kilogram
03-52-52-07,Diammonium phosphate (DAP),50,Kilogram
03-52-52-07,Insecticides,1,Liter
03-52-57-60,Urea,100,Kilogram
03-52-57-60,Diammonium phosphate (DAP),100,Kilogram
03-52-98-17,Insecticides,1,Liter
03-52-99-13,Insecticides,1,Liter
03-53-06-80,Insecticides,20,Liter
03-53-80-39,Insecticides,1,Liter
03-54-13-19,Urea,20,Kilogram
03-54-59-42,Insecticides,4,Kilogram
03-54-88-23,Urea,100,Kilogram
03-54-88-23,Diammonium phosphate (DAP),100,Kilogram
03-54-88-23,Calcium ammonium nitrate (CAN),50,Kilogram
03-54-88-23,Insecticides,1,Liter
03-55-11-77,Urea,100,Kilogram
03-55-11-77,Diammonium phosphate (DAP),150,Kilogram
03-55-11-77,Calcium ammonium nitrate (CAN),25,Kilogram
03-55-65-88,Urea,50,Kilogram
03-55-65-88,Diammonium phosphate (DAP),50,Kilogram
03-55-65-88,Calcium ammonium nitrate (CAN),50,Kilogram
03-55-65-88,Insecticides,300,Gram
03-55-77-63,"Nitrogen, phosphorus, potassium (NPK)",25,Kilogram
03-55-99-30,Urea,50,Kilogram
03-55-99-30,Insecticides,1,Liter
03-56-28-98,Insecticides,3,Liter
03-56-81-05,Urea,250,Kilogram
03-56-81-05,Calcium ammonium nitrate (CAN),1000,Kilogram
03-56-81-05,"Nitrogen, phosphorus, potassium (NPK)",2000,Kilogram
03-56-81-05,Insecticides,65,Liter
03-57-03-62,Insecticides,1,Liter
03-57-17-61,Insecticides,120,Gram
03-58-16-39,Urea,400,Kilogram
03-58-16-39,Calcium ammonium nitrate (CAN),150,Kilogram
03-58-16-39,Ammonium sulphate (SA),150,Kilogram
03-58-16-39,Insecticides,3,Liter
03-58-16-39,Herbicides (liquid),3,Liter
03-58-16-39,Fungicides,1,Kilogram
03-58-80-60,Urea,150,Kilogram
03-58-80-60,Diammonium phosphate (DAP),150,Kilogram
03-58-80-60,Calcium ammonium nitrate (CAN),200,Kilogram
03-58-80-60,Ammonium sulphate (SA),200,Kilogram
03-58-80-60,Insecticides,2,Liter
03-59-27-68,Insecticides,260,Gram
03-59-41-34,Insecticides,2,Liter
03-59-51-40,Herbicides (liquid),2,Liter
03-59-62-91,Urea,50,Kilogram
03-59-62-91,Diammonium phosphate (DAP),50,Kilogram
03-59-66-04,Diammonium phosphate (DAP),50,Kilogram
03-59-66-04,Insecticides,3,Liter
03-59-72-40,Insecticides,2,Liter
03-59-89-95,Insecticides,1,Liter
03-60-24-42,Insecticides,100,Milliliter
03-60-26-35,Insecticides,5,Liter
03-60-60-55,Insecticides,12,Liter
03-60-64-31,Urea,300,Kilogram
03-60-64-31,Diammonium phosphate (DAP),150,Kilogram
03-60-64-31,Insecticides,5,Liter
03-60-64-31,Herbicides (liquid),5,Liter
03-61-09-21,Urea,50,Kilogram
03-61-09-21,Diammonium phosphate (DAP),50,Kilogram
03-61-09-21,Insecticides,1,Liter
03-61-58-60,Urea,50,Kilogram
03-61-58-60,Diammonium phosphate (DAP),50,Kilogram
03-61-63-77,Urea,500,Kilogram
03-61-63-77,Insecticides,200,Liter
03-62-18-36,Insecticides,720,Milliliter
03-62-59-77,Urea,100,Kilogram
03-62-59-77,Ammonium sulphate (SA),100,Kilogram
03-62-59-77,Herbicides (liquid),2,Liter
03-62-61-01,Urea,50,Kilogram
03-62-61-01,Calcium ammonium nitrate (CAN),25,Kilogram
03-62-93-28,Urea,100,Kilogram
03-62-93-28,Calcium ammonium nitrate (CAN),600,Kilogram
03-62-93-28,"Nitrogen, phosphorus, potassium (NPK)",400,Kilogram
03-63-03-31,Insecticides,800,Milliliter
03-63-10-24,Urea,100,Kilogram
03-63-10-24,Diammonium phosphate (DAP),100,Kilogram
03-63-10-24,Calcium ammonium nitrate (CAN),50,Kilogram
03-63-10-24,Herbicides (liquid),2,Liter
03-63-22-03,Urea,50,Kilogram
03-63-22-03,Diammonium phosphate (DAP),50,Kilogram
03-63-22-03,Calcium ammonium nitrate (CAN),50,Kilogram
03-63-22-03,Insecticides,1,Liter
03-63-22-03,Herbicides (liquid),1,Liter
03-63-22-03,Fungicides,1,Kilogram
03-63-45-29,Insecticides,600,Milliliter
03-63-46-43,Insecticides,1,Liter
03-63-53-33,Urea,,Kilogram
03-63-53-33,Triple Super Phosphate (TSP),,Kilogram
03-63-54-12,Urea,2,Kilogram
03-63-54-12,Diammonium phosphate (DAP),2,Kilogram
03-63-54-12,Insecticides,3,Kilogram
03-64-29-32,Insecticides,350,Milliliter
03-64-63-22,Diammonium phosphate (DAP),50,Kilogram
03-64-63-22,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
03-64-63-22,Insecticides,2,Liter
03-64-65-82,Urea,50,Kilogram
03-64-65-82,Diammonium phosphate (DAP),150,Kilogram
03-64-65-82,Calcium ammonium nitrate (CAN),100,Kilogram
03-64-65-82,Insecticides,65,Gram
03-64-84-48,Urea,50,Kilogram
03-64-84-48,Diammonium phosphate (DAP),75,Kilogram
03-64-84-48,Calcium ammonium nitrate (CAN),100,Kilogram
03-64-84-48,Ammonium sulphate (SA),100,Kilogram
03-64-84-48,Insecticides,1,Liter
03-64-84-48,Herbicides (liquid),2,Liter
03-64-99-00,Ammonium sulphate (SA),200,Kilogram
03-65-92-61,Urea,3,Kilogram
03-65-92-61,Herbicides (liquid),1,Liter
03-66-22-13,Urea,50,Kilogram
03-66-22-13,Calcium ammonium nitrate (CAN),50,Kilogram
03-66-22-13,Insecticides,3,Liter
03-66-22-13,Herbicides (liquid),2,Liter
03-66-46-90,Insecticides,40,Liter
03-66-55-14,Urea,100,Kilogram
03-66-55-14,Insecticides,1,Liter
03-66-87-70,Urea,50,Kilogram
03-66-87-70,Diammonium phosphate (DAP),50,Kilogram
03-66-87-70,Insecticides,5,Liter
03-66-95-73,Fungicides,200,Kilogram
03-67-62-76,Diammonium phosphate (DAP),300,Kilogram
03-67-62-76,Calcium ammonium nitrate (CAN),100,Kilogram
03-67-62-76,Ammonium sulphate (SA),100,Kilogram
03-67-62-76,Insecticides,200,Milliliter
03-67-62-76,Herbicides (liquid),200,Milliliter
03-68-37-66,Insecticides,5,Liter
03-68-44-51,MACROP,25,Kilogram
03-69-05-05,Urea,525,Kilogram
03-69-05-05,Diammonium phosphate (DAP),525,Kilogram
03-69-08-69,Diammonium phosphate (DAP),50,Kilogram
03-69-08-69,Calcium ammonium nitrate (CAN),50,Kilogram
03-69-17-31,Insecticides,1,Liter
03-69-17-31,AMIDAS,100,Kilogram
03-69-37-02,Urea,,Kilogram
03-69-37-02,Insecticides,,Liter
03-69-37-02,Herbicides (liquid),,Liter
03-69-39-66,Urea,30,Kilogram
03-69-39-66,Insecticides,1,Liter
03-70-09-15,Insecticides,50,Milliliter
03-70-17-96,Insecticides,2,Liter
03-70-49-84,Insecticides,500,Milliliter
03-70-55-44,Diammonium phosphate (DAP),20,Kilogram
03-70-79-92,Calcium ammonium nitrate (CAN),200,Kilogram
03-70-79-92,Ammonium sulphate (SA),100,Kilogram
03-70-79-92,Insecticides,1,Liter
03-70-79-92,Herbicides (liquid),1,Liter
03-71-17-15,Diammonium phosphate (DAP),50,Kilogram
03-71-17-15,Calcium ammonium nitrate (CAN),50,Kilogram
03-71-17-15,Insecticides,3,Liter
03-71-17-15,Herbicides (solid),25,Kilogram
03-71-20-09,Diammonium phosphate (DAP),50,Kilogram
03-71-20-09,Calcium ammonium nitrate (CAN),50,Kilogram
03-71-20-09,Insecticides,1,Liter
03-71-30-29,Insecticides,1,Liter
03-71-75-95,Insecticides,250,Milliliter
03-71-75-95,Herbicides (solid),1,Kilogram
03-71-98-46,Insecticides,3,Liter
03-72-01-70,Urea,100,Kilogram
03-72-01-70,Calcium ammonium nitrate (CAN),100,Kilogram
03-72-01-70,Herbicides (liquid),3,Liter
03-72-03-33,Insecticides,2,Liter
03-72-06-63,Insecticides,3,Liter
03-72-11-58,Urea,10,Kilogram
03-72-17-53,Calcium ammonium nitrate (CAN),350,Kilogram
03-72-80-27,Diammonium phosphate (DAP),50,Kilogram
03-72-80-27,Herbicides (liquid),1,Liter
03-72-80-68,Insecticides,2,Liter
03-72-80-68,Herbicides (liquid),3,Liter
03-72-85-28,Urea,25,Kilogram
03-72-85-28,Insecticides,1,Liter
03-72-86-84,Urea,150,Kilogram
03-72-86-84,Diammonium phosphate (DAP),200,Kilogram
03-72-86-84,Insecticides,1,Liter
03-73-24-33,Urea,20,Kilogram
03-73-24-33,Diammonium phosphate (DAP),20,Kilogram
03-73-24-33,Insecticides,1,Liter
03-73-79-39,Urea,50,Kilogram
03-73-79-39,Diammonium phosphate (DAP),20,Kilogram
03-73-79-39,Calcium ammonium nitrate (CAN),20,Kilogram
03-73-79-39,Insecticides,250,Milliliter
03-73-79-39,AMIDAS,50,Kilogram
03-73-93-48,Insecticides,325,Gram
03-74-26-56,Urea,100,Kilogram
03-74-33-85,Insecticides,1,Liter
03-74-72-74,Diammonium phosphate (DAP),250,Kilogram
03-74-72-74,Calcium ammonium nitrate (CAN),300,Kilogram
03-74-72-74,Ammonium sulphate (SA),150,Kilogram
03-74-72-74,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
03-74-72-74,Insecticides,1,Liter
03-74-72-74,Herbicides (liquid),8,Liter
03-74-72-74,Other inorganic fertilizer,,Gram
03-74-72-74,KENOPLUS,383,Kilogram
03-75-82-44,Insecticides,1,Liter
03-75-95-07,Calcium ammonium nitrate (CAN),50,Kilogram
03-75-95-07,Ammonium sulphate (SA),50,Kilogram
03-76-42-53,Insecticides,3,Liter
03-76-61-20,Insecticides,4,Liter
03-76-61-20,Herbicides (liquid),6,Liter
03-76-61-20,Fungicides,100,Kilogram
03-76-72-22,Insecticides,1,Liter
03-77-43-52,Diammonium phosphate (DAP),150,Kilogram
03-78-36-31,Urea,150,Kilogram
03-78-36-31,Diammonium phosphate (DAP),100,Kilogram
03-78-36-31,Calcium ammonium nitrate (CAN),150,Kilogram
03-78-36-31,Insecticides,500,Milliliter
03-78-60-30,Insecticides,2,Liter
03-78-60-83,Insecticides,3,Liter
03-78-71-47,Urea,15,Kilogram
03-78-71-47,Diammonium phosphate (DAP),10,Kilogram
03-78-71-47,Insecticides,1,Liter
03-78-71-47,Fungicides,1,Liter
03-78-75-71,Calcium ammonium nitrate (CAN),50,Kilogram
03-78-96-74,Diammonium phosphate (DAP),50,Kilogram
03-78-96-74,Calcium ammonium nitrate (CAN),50,Kilogram
03-79-04-12,Diammonium phosphate (DAP),70,Kilogram
03-79-04-12,Insecticides,1,Liter
03-79-33-14,Insecticides,1,Liter
03-79-93-56,Urea,150,Kilogram
03-79-93-56,Diammonium phosphate (DAP),25,Kilogram
03-79-93-56,Insecticides,3,Liter
03-80-07-00,Diammonium phosphate (DAP),100,Kilogram
03-80-07-00,Herbicides (liquid),4,Liter
03-80-19-68,Diammonium phosphate (DAP),100,Kilogram
03-82-03-17,Insecticides,3,Liter
03-82-17-40,Urea,100,Kilogram
03-82-17-40,Calcium ammonium nitrate (CAN),50,Kilogram
03-82-17-40,Insecticides,1,Liter
03-82-60-16,Urea,300,Kilogram
03-82-60-16,Diammonium phosphate (DAP),150,Kilogram
03-82-60-16,Calcium ammonium nitrate (CAN),300,Kilogram
03-82-60-16,Insecticides,600,Milliliter
03-82-60-16,Herbicides (liquid),600,Milliliter
03-83-16-85,Herbicides (solid),25,Kilogram
03-83-23-77,Insecticides,,Liter
03-83-50-69,Insecticides,0,Liter
03-83-87-55,Diammonium phosphate (DAP),150,Kilogram
03-83-87-55,Calcium ammonium nitrate (CAN),150,Kilogram
03-84-10-94,Urea,150,Kilogram
03-84-10-94,Diammonium phosphate (DAP),150,Kilogram
03-84-25-27,Urea,4,Kilogram
03-84-53-22,Urea,100,Kilogram
03-84-53-22,Calcium ammonium nitrate (CAN),100,Kilogram
03-84-53-22,Ammonium sulphate (SA),150,Kilogram
03-84-95-53,Diammonium phosphate (DAP),100,Kilogram
03-84-97-50,Insecticides,2,Liter
03-84-97-50,Herbicides (liquid),2,Liter
03-85-17-18,Urea,50,Kilogram
03-85-17-18,Diammonium phosphate (DAP),50,Kilogram
03-85-17-18,Calcium ammonium nitrate (CAN),50,Kilogram
03-85-21-01,Insecticides,2,Liter
03-85-33-08,Urea,60,Kilogram
03-85-45-45,Urea,17,Kilogram
03-85-71-30,Ammonium sulphate (SA),150,Kilogram
03-86-34-06,Insecticides,1,Liter
03-86-34-06,Fungicides,1,Kilogram
03-86-34-06,Rodenticides,50,Gram
03-86-89-28,Urea,20,Kilogram
03-86-89-28,Diammonium phosphate (DAP),20,Kilogram
03-86-89-28,Insecticides,1,Liter
03-86-89-28,Fungicides,1,Kilogram
03-86-96-54,Urea,4,Kilogram
03-87-24-76,Insecticides,100,Milliliter
03-87-47-31,Insecticides,300,Milliliter
03-87-47-31,Herbicides (liquid),1,Liter
03-87-47-31,Other inorganic fertilizer,,Liter
03-87-56-24,Urea,50,Kilogram
03-87-56-24,Diammonium phosphate (DAP),100,Kilogram
03-87-56-24,Ammonium sulphate (SA),50,Kilogram
03-87-56-24,Insecticides,2,Liter
03-87-56-24,Herbicides (liquid),2,Liter
03-87-86-29,Insecticides,1,Liter
03-87-88-24,Calcium ammonium nitrate (CAN),6,Kilogram
03-88-60-75,Urea,50,Kilogram
03-88-60-75,Diammonium phosphate (DAP),50,Kilogram
03-88-60-75,Calcium ammonium nitrate (CAN),25,Kilogram
03-88-60-75,Herbicides (liquid),1,Liter
03-88-87-81,Insecticides,1,Liter
03-88-88-67,Urea,4,Kilogram
03-89-48-19,Urea,100,Kilogram
03-89-48-19,Calcium ammonium nitrate (CAN),100,Kilogram
03-89-48-19,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
03-89-48-19,Insecticides,100,Gram
03-89-48-19,Fungicides,500,Gram
03-89-56-05,Calcium ammonium nitrate (CAN),50,Kilogram
03-89-83-43,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
03-89-89-00,Insecticides,,Liter
03-89-89-00,Herbicides (solid),,Kilogram
03-89-95-01,Diammonium phosphate (DAP),200,Kilogram
03-89-95-01,Calcium ammonium nitrate (CAN),200,Kilogram
03-89-95-01,Insecticides,2,Liter
03-90-01-55,Insecticides,3,Liter
03-90-54-92,Urea,50,Kilogram
03-90-54-92,Calcium ammonium nitrate (CAN),50,Kilogram
03-90-54-92,Insecticides,250,Milliliter
03-90-56-47,Diammonium phosphate (DAP),25,Kilogram
03-90-56-47,Insecticides,1,Liter
03-91-24-45,Insecticides,3,Liter
03-91-26-16,Urea,25,Kilogram
03-91-26-16,Calcium ammonium nitrate (CAN),25,Kilogram
03-91-26-16,"Nitrogen, phosphorus, potassium (NPK)",25,Kilogram
03-91-64-32,Insecticides,100,Milliliter
03-92-51-26,Urea,150,Kilogram
03-92-51-26,Diammonium phosphate (DAP),2000,Kilogram
03-92-51-26,Insecticides,1000,Milliliter
03-92-62-22,Insecticides,1,Liter
03-92-77-44,Urea,50,Kilogram
03-92-77-44,Insecticides,2,Liter
03-92-77-56,Diammonium phosphate (DAP),1500,Kilogram
03-92-77-56,Calcium ammonium nitrate (CAN),500,Kilogram
03-92-77-56,Insecticides,2,Liter
03-93-85-33,Herbicides (liquid),1,Liter
03-93-94-53,Diammonium phosphate (DAP),5,Kilogram
03-93-94-53,Insecticides,500,Milliliter
03-93-96-71,Urea,50,Kilogram
03-93-96-71,Diammonium phosphate (DAP),50,Kilogram
03-93-96-71,Calcium ammonium nitrate (CAN),50,Kilogram
03-94-67-65,Urea,300,Kilogram
03-94-67-65,Diammonium phosphate (DAP),150,Kilogram
03-94-67-65,Insecticides,2,Liter
03-94-73-32,Insecticides,0,Liter
03-94-85-24,Calcium ammonium nitrate (CAN),50,Kilogram
03-94-85-24,Insecticides,1,Liter
03-95-44-65,Urea,50,Kilogram
03-95-44-65,Diammonium phosphate (DAP),50,Kilogram
03-95-77-80,Urea,50,Kilogram
03-95-77-80,Ammonium sulphate (SA),50,Kilogram
03-95-83-54,Urea,3,Kilogram
03-96-13-87,Urea,50,Kilogram
03-96-13-87,Diammonium phosphate (DAP),50,Kilogram
03-96-13-87,Insecticides,100,Milliliter
03-96-41-25,Insecticides,1,Liter
03-96-77-34,Urea,50,Kilogram
03-96-77-34,Insecticides,30,Liter
03-96-77-34,Fungicides,54,Liter
03-96-77-34,Other (specify),,Kilogram
03-96-81-73,Urea,50,Kilogram
03-96-81-73,Insecticides,1,Liter
03-97-00-01,Urea,13,Kilogram
03-97-00-01,Calcium ammonium nitrate (CAN),10,Kilogram
03-97-00-01,Ammonium sulphate (SA),9,Kilogram
03-97-13-33,Herbicides (liquid),94,Milliliter
03-97-46-44,Urea,5,Kilogram
03-97-46-44,"Nitrogen, phosphorus, potassium (NPK)",10,Kilogram
03-97-46-44,Insecticides,250,Milliliter
03-97-46-44,Fungicides,250,Milliliter
03-97-64-26,Urea,50,Kilogram
03-97-64-26,Calcium ammonium nitrate (CAN),75,Kilogram
03-97-97-02,Insecticides,4,Liter
03-98-18-63,Urea,3,Kilogram
03-99-30-72,Insecticides,1,Liter
03-99-42-24,Insecticides,1,Liter
03-99-60-06,Insecticides,6,Liter
03-99-60-06,Herbicides (liquid),6,Liter
03-99-60-06,Fungicides,4,Liter
04-00-54-81,Urea,50,Kilogram
04-00-54-81,Ammonium sulphate (SA),150,Kilogram
04-00-54-81,Insecticides,3,Liter
04-01-40-26,Urea,100,Kilogram
04-01-40-26,Insecticides,100,Kilogram
04-01-40-26,Herbicides (solid),100,Kilogram
04-01-42-27,Herbicides (liquid),5,Liter
04-02-44-29,Urea,25,Kilogram
04-02-44-29,Diammonium phosphate (DAP),50,Kilogram
04-02-44-29,Calcium ammonium nitrate (CAN),50,Kilogram
04-02-44-29,Insecticides,2,Liter
04-02-58-36,Urea,50,Kilogram
04-02-58-36,Calcium ammonium nitrate (CAN),100,Kilogram
