holding_id,input_Use_roster__id,s21q02,s21q03,s21q04,s21q05,s21q06,s21q07,s21q08,s21q09,s21q10
49-88-41-10,animal powered equipment,1,1,,,,,,No,
49-89-10-38,manually operated equipment,14,14,,,,,,Yes,8
49-93-84-25,manually operated equipment,13,12,,,,,,No,
49-93-84-25,Vehicle,1,0,,0,,1,80000,No,
49-93-84-25,post-harvest equipment,2,1,2,0,,1,8000,No,
49-99-79-79,manually operated equipment,3,3,,,,,,No,
50-01-44-26,manually operated equipment,8,8,,,,,,Yes,2
50-06-05-94,manually operated equipment,50,50,,,,,,No,
50-06-05-94,machine powered equipment,2,2,2,,,,,No,
50-06-05-94,Vehicle,2,2,3,,,,,No,
50-07-66-92,manually operated equipment,15,15,,,,,,No,
50-09-36-09,manually operated equipment,3,3,,,,,,No,
50-09-47-39,manually operated equipment,63,61,,,,,,Yes,2
50-09-47-39,animal powered equipment,3,3,,,,,,No,
50-09-47-39,machine powered equipment,1,0,,0,,,,No,
50-09-47-39,Vehicle,3,2,10,0,,1,800000,No,
50-09-99-13,manually operated equipment,10,0,,,,,,No,
50-09-99-13,machine powered land preparation and planting equipment,1,0,,0,,1,350000,No,
50-13-09-85,manually operated equipment,7,7,,,,,,Yes,6
50-13-09-85,Vehicle,1,1,3,,,,,No,
50-14-45-42,manually operated equipment,10,10,,,,,,No,
50-14-45-42,animal powered equipment,1,1,,,,,,No,
50-14-45-47,manually operated equipment,45,44,,,,,,No,
50-14-45-47,Vehicle,1,0,,0,,1,260000,No,
50-14-45-47,post-harvest equipment,3,2,0,0,,1,35000,No,
50-16-14-91,manually operated equipment,17,17,,,,,,No,
50-19-00-35,manually operated equipment,10,8,,,,,,No,
50-19-00-35,Vehicle,1,0,,0,,1,420000,No,
50-20-13-86,manually operated equipment,2,2,,,,,,No,
50-23-99-95,manually operated equipment,6,6,,,,,,No,
50-23-99-95,Vehicle,1,0,,0,,1,120000,No,
50-24-43-66,manually operated equipment,6,6,,,,,,No,
50-24-43-66,animal powered equipment,1,1,,,,,,No,
50-24-43-66,Vehicle,1,1,3,,,,,No,
50-24-43-66,machine powered land preparation and planting equipment,1,0,,0,,1,60000,No,
50-27-46-35,manually operated equipment,34,34,,,,,,Yes,5
50-28-36-01,manually operated equipment,1,1,,,,,,No,
50-30-33-00,manually operated equipment,4,4,,,,,,No,
50-31-34-58,manually operated equipment,8,4,,,,,,No,
50-32-59-99,manually operated equipment,10,8,,,,,,No,
50-32-59-99,animal powered equipment,1,0,,1,,,,No,
50-32-59-99,machine powered land preparation and planting equipment,1,0,,0,,1,120000,No,
50-33-98-49,manually operated equipment,14,14,,,,,,No,
50-33-98-49,Vehicle,1,0,,0,,1,6000,No,
50-33-98-49,machine powered land preparation and planting equipment,1,0,,0,,1,40000,No,
50-35-41-24,manually operated equipment,4,4,,,,,,No,
50-36-05-20,manually operated equipment,60,59,,,,,,No,
50-36-05-20,machine powered equipment,38,38,4,,,,,Yes,2
50-36-05-20,Vehicle,2,0,,0,,2,560000,Yes,1
50-36-05-20,machine powered crop maintenance equipment,2,2,4,,,,,No,
50-36-22-90,manually operated equipment,24,24,,,,,,No,
50-36-22-90,Vehicle,3,3,5,,,,,No,
50-36-40-34,manually operated equipment,63,63,,,,,,Yes,1
50-36-40-34,Vehicle,1,0,,0,,1,65000,No,
50-37-21-49,manually operated equipment,5,4,,,,,,No,
50-37-73-20,manually operated equipment,6,5,,,,,,No,
50-40-50-29,manually operated equipment,54,54,,,,,,No,
50-40-50-29,Vehicle,5,5,6,,,,,No,
50-40-50-29,machine powered land preparation and planting equipment,1,1,6,,,,,No,
50-46-21-30,manually operated equipment,18,18,,,,,,Yes,3
50-46-21-30,animal powered equipment,1,1,,,,,,No,
50-46-52-37,manually operated equipment,13,13,,,,,,Yes,5
50-46-52-37,Vehicle,1,0,,0,,1,60000,No,
50-51-22-33,manually operated equipment,4,4,,,,,,No,
50-55-74-96,manually operated equipment,7,7,,,,,,No,
50-58-32-14,manually operated equipment,2,2,,,,,,No,
50-58-49-52,manually operated equipment,4,3,,,,,,No,
50-59-78-86,manually operated equipment,4,4,,,,,,Yes,3
50-59-78-86,machine powered equipment,1,1,0,,,,,No,
50-60-14-68,manually operated equipment,8,8,,,,,,No,
50-61-71-35,manually operated equipment,5,5,,,,,,No,
50-62-06-44,manually operated equipment,12,12,,,,,,No,
50-73-95-56,manually operated equipment,9,9,,,,,,No,
50-74-32-59,manually operated equipment,3,3,,,,,,No,
50-74-59-46,manually operated equipment,5,5,,,,,,No,
50-76-60-60,manually operated equipment,2,2,,,,,,No,
50-77-19-13,manually operated equipment,6,6,,,,,,No,
50-77-55-37,manually operated equipment,5,5,,,,,,No,
50-77-55-37,animal powered equipment,1,0,,1,,,,No,
50-78-31-99,manually operated equipment,6,4,,,,,,Yes,1
50-80-36-11,manually operated equipment,15,15,,,,,,No,
50-81-57-32,manually operated equipment,3,3,,,,,,No,
50-83-75-02,manually operated equipment,28,24,,,,,,Yes,4
50-83-75-02,machine powered equipment,1,0,,0,,1,42000,No,
50-83-75-02,Vehicle,1,0,,0,,1,50000,No,
50-85-18-40,manually operated equipment,155,155,,,,,,No,
50-85-18-40,Vehicle,1,0,,0,,1,240000,No,
50-87-25-68,manually operated equipment,2,2,,,,,,No,
50-91-26-62,manually operated equipment,12,12,,,,,,No,
50-91-26-62,Vehicle,1,0,,1,0,,,No,
50-92-32-50,manually operated equipment,5,5,,,,,,No,
50-95-44-97,manually operated equipment,6,6,,,,,,No,
50-96-16-80,manually operated equipment,2,2,,,,,,No,
50-97-22-87,manually operated equipment,170,170,,,,,,No,
50-97-22-87,animal powered equipment,1,1,,,,,,No,
50-97-22-87,machine powered equipment,4,4,5,,,,,No,
50-97-22-87,Vehicle,6,6,6,,,,,No,
50-97-22-87,machine powered land preparation and planting equipment,1,1,5,,,,,No,
50-97-22-87,machine powered crop maintenance equipment,13,13,3,,,,,No,
50-97-22-87,machine powered crop harvesting equipment,1,1,4,,,,,No,
50-97-22-87,post-harvest equipment,1,1,10,,,,,No,
50-97-22-87,Animal rearing equipment,2,2,4,,,,,No,
50-97-59-09,manually operated equipment,2,2,,,,,,No,
50-98-39-59,manually operated equipment,5,5,,,,,,No,
50-99-17-35,manually operated equipment,3,3,,,,,,No,
50-99-70-64,manually operated equipment,8,6,,,,,,No,
50-99-70-64,Vehicle,1,0,,0,,1,420000,No,
51-04-78-82,manually operated equipment,2,2,,,,,,No,
51-05-49-96,manually operated equipment,14,14,,,,,,No,
51-06-04-82,manually operated equipment,76,76,,,,,,No,
51-06-04-82,machine powered equipment,50000,50000,4,,,,,No,
51-06-04-82,Vehicle,6,6,4,,,,,Yes,1
51-09-09-52,manually operated equipment,30,30,,,,,,No,
51-09-09-52,Vehicle,1,0,,0,,1,150000,No,
51-09-09-52,post-harvest equipment,2,2,0,,,,,No,
51-09-90-57,manually operated equipment,1,1,,,,,,No,
51-10-28-28,manually operated equipment,11,1,,,,,,No,
51-11-59-21,manually operated equipment,5,5,,,,,,No,
51-12-17-97,manually operated equipment,907,907,,,,,,No,
51-12-17-97,machine powered equipment,29,11,2,1,,,,Yes,1
51-16-03-10,manually operated equipment,3,3,,,,,,Yes,3
51-16-03-10,Vehicle,1,0,,0,,1,200000,No,
51-17-32-53,manually operated equipment,2,2,,,,,,No,
51-19-65-40,manually operated equipment,5,5,,,,,,No,
51-19-90-15,manually operated equipment,6,6,,,,,,No,
51-22-29-23,manually operated equipment,14,14,,,,,,Yes,3
51-22-29-23,Vehicle,1,0,,0,,1,600000,No,
51-24-58-61,machine powered equipment,4,4,10,,,,,No,
51-24-58-61,machine powered crop harvesting equipment,2,2,6,,,,,No,
51-24-58-61,Animal rearing equipment,1,1,10,,,,,No,
51-25-44-05,manually operated equipment,13,13,,,,,,No,
51-25-44-05,animal powered equipment,1,1,,,,,,No,
51-27-42-74,manually operated equipment,3,3,,,,,,No,
51-31-96-25,manually operated equipment,2,2,,,,,,No,
51-31-96-25,Animal rearing equipment,2,2,7,,,,,No,
51-34-11-75,manually operated equipment,3,3,,,,,,No,
51-36-83-80,manually operated equipment,5,5,,,,,,No,
51-37-14-99,manually operated equipment,8,8,,,,,,No,
51-40-78-07,manually operated equipment,8,8,,,,,,No,
51-42-03-33,manually operated equipment,13,13,,,,,,No,
51-45-08-54,manually operated equipment,8,8,,,,,,No,
51-45-08-54,machine powered land preparation and planting equipment,1,0,,1,0,,,No,
51-50-33-77,manually operated equipment,2,2,,,,,,No,
51-50-33-77,animal powered equipment,1,1,,,,,,No,
51-50-33-77,Vehicle,1,0,,0,,1,500000,No,
51-50-44-06,manually operated equipment,11,11,,,,,,No,
51-50-44-06,Vehicle,2,1,7,0,,1,500000,No,
51-51-78-51,manually operated equipment,5,5,,,,,,No,
51-52-17-60,manually operated equipment,24,23,,,,,,Yes,2
51-52-17-60,Vehicle,1,0,,0,,1,280000,No,
51-52-17-60,post-harvest equipment,1,0,,0,,1,15000,No,
51-53-45-93,manually operated equipment,11,8,,,,,,No,
51-53-45-93,Vehicle,1,0,,0,,1,12000,No,
51-53-92-65,manually operated equipment,2,2,,,,,,No,
51-56-32-98,manually operated equipment,2,2,,,,,,No,
51-56-76-89,manually operated equipment,3,3,,,,,,No,
51-58-81-96,manually operated equipment,1,1,,,,,,No,
51-60-18-78,manually operated equipment,5,5,,,,,,No,
51-61-64-31,manually operated equipment,659,569,,,,,,No,
51-61-64-31,animal powered equipment,6,6,,,,,,No,
51-61-64-31,machine powered equipment,2,2,2,,,,,No,
51-61-64-31,Vehicle,6,6,10,,,,,No,
51-61-64-31,machine powered land preparation and planting equipment,6,6,18,,,,,No,
51-61-64-31,machine powered crop harvesting equipment,1,1,15,,,,,No,
51-61-87-42,manually operated equipment,11,11,,,,,,No,
51-64-14-14,manually operated equipment,657,647,,,,,,Yes,45
51-64-14-14,Vehicle,8,8,13,,,,,Yes,5
51-64-14-14,machine powered land preparation and planting equipment,1,1,10,,,,,Yes,1
51-64-32-12,manually operated equipment,3,3,,,,,,No,
51-65-25-49,manually operated equipment,17,16,,,,,,No,
51-67-66-33,manually operated equipment,28,28,,,,,,No,
51-67-66-33,Vehicle,1,0,,0,,1,23000,No,
51-67-66-33,machine powered land preparation and planting equipment,1,0,,0,,1,135000,No,
51-70-19-76,manually operated equipment,85,85,,,,,,Yes,50
51-70-19-76,animal powered equipment,1,1,,,,,,No,
51-70-19-76,Vehicle,1,0,,0,,1,250000,No,
51-70-70-58,manually operated equipment,22,22,,,,,,No,
51-70-70-58,Vehicle,1,0,,0,,1,150000,No,
51-70-70-58,post-harvest equipment,1,0,,0,,1,20000,No,
51-71-73-01,manually operated equipment,14,14,,,,,,No,
51-74-31-06,manually operated equipment,5,5,,,,,,No,
51-74-59-80,manually operated equipment,7,7,,,,,,No,
51-74-59-80,Vehicle,1,1,4,,,,,No,
51-80-94-30,manually operated equipment,20,20,,,,,,No,
51-80-94-30,Vehicle,2,2,12,,,,,No,
51-80-94-30,machine powered land preparation and planting equipment,1,1,5,,,,,No,
51-80-94-30,machine powered crop maintenance equipment,2,2,12,,,,,No,
51-81-26-90,manually operated equipment,26,21,,,,,,No,
51-81-26-90,animal powered equipment,1,0,,1,,,,No,
51-85-02-05,manually operated equipment,2,2,,,,,,No,
51-85-54-12,manually operated equipment,17,2,,,,,,No,
51-87-16-62,manually operated equipment,3,3,,,,,,No,
51-87-40-78,manually operated equipment,13,13,,,,,,No,
51-92-61-13,manually operated equipment,4,4,,,,,,No,
51-93-38-62,manually operated equipment,122,122,,,,,,No,
51-93-38-62,Vehicle,1,1,5,,,,,No,
51-94-65-62,manually operated equipment,29,27,,,,,,No,
51-94-65-62,animal powered equipment,2,0,,0,,,,No,
51-94-65-62,machine powered land preparation and planting equipment,1,0,,0,,1,140000,No,
51-95-00-82,manually operated equipment,3,3,,,,,,No,
51-95-00-82,animal powered equipment,1,0,,1,,,,No,
51-95-41-77,manually operated equipment,287,285,,,,,,No,
51-95-41-77,animal powered equipment,3,3,,,,,,No,
51-95-41-77,machine powered equipment,5,5,4,,,,,No,
51-95-41-77,Vehicle,8,8,12,,,,,Yes,4
51-95-41-77,Animal rearing equipment,11,11,7,,,,,No,
51-96-07-77,manually operated equipment,27,27,,,,,,No,
51-97-05-83,manually operated equipment,23,23,,,,,,No,
51-98-84-58,manually operated equipment,2,2,,,,,,No,
52-00-61-79,manually operated equipment,15,12,,,,,,Yes,2
52-00-61-79,animal powered equipment,2,1,,0,,,,No,
52-00-61-79,post-harvest equipment,2,2,3,,,,,No,
52-01-59-13,manually operated equipment,5,5,,,,,,No,
52-03-34-15,manually operated equipment,139,137,,,,,,No,
52-05-24-52,manually operated equipment,25,25,,,,,,No,
52-05-78-99,manually operated equipment,6,6,,,,,,No,
52-07-13-94,animal powered equipment,1,1,,,,,,No,
52-07-52-54,manually operated equipment,11,11,,,,,,No,
52-07-52-54,post-harvest equipment,1,1,0,,,,,No,
52-07-73-92,manually operated equipment,13,12,,,,,,No,
52-07-73-92,animal powered equipment,1,0,,0,,,,No,
52-07-73-92,post-harvest equipment,1,1,2,,,,,No,
52-07-81-31,manually operated equipment,36,36,,,,,,No,
52-09-87-74,manually operated equipment,3,3,,,,,,No,
52-10-70-74,manually operated equipment,2,2,,,,,,No,
52-11-06-63,manually operated equipment,3,3,,,,,,No,
52-12-58-99,manually operated equipment,59,59,,,,,,Yes,2
52-12-58-99,Vehicle,1,0,,0,,1,120000,No,
52-15-34-02,manually operated equipment,119,119,,,,,,No,
52-15-34-02,machine powered equipment,1,1,2,,,,,No,
52-15-34-02,Vehicle,3,3,2,,,,,No,
52-15-42-72,manually operated equipment,13,1,,,,,,No,
52-17-81-86,manually operated equipment,14,11,,,,,,No,
52-17-81-86,animal powered equipment,2,0,,0,,,,No,
52-19-86-77,manually operated equipment,2,2,,,,,,No,
52-19-86-77,animal powered equipment,1,0,,0,,,,No,
52-21-65-45,manually operated equipment,12,12,,,,,,No,
52-22-09-50,manually operated equipment,3,3,,,,,,No,
52-22-42-27,manually operated equipment,23,23,,,,,,No,
52-22-42-27,Vehicle,2,0,,0,,2,225000,No,
52-22-42-27,post-harvest equipment,2,2,3,,,,,No,
52-22-85-84,manually operated equipment,196,196,,,,,,No,
52-24-03-99,manually operated equipment,14,14,,,,,,No,
52-28-20-42,manually operated equipment,9,9,,,,,,No,
52-29-23-96,manually operated equipment,53,50,,,,,,Yes,12
52-30-04-38,manually operated equipment,6,6,,,,,,Yes,1
52-31-79-04,Vehicle,1,0,,0,,1,300000,No,
52-33-23-35,manually operated equipment,3,3,,,,,,No,
52-35-11-62,manually operated equipment,20,20,,,,,,No,
52-35-11-62,animal powered equipment,1,0,,0,,,,No,
52-41-00-80,manually operated equipment,3,3,,,,,,No,
52-44-73-74,manually operated equipment,6,1,,,,,,No,
52-45-52-90,manually operated equipment,6,5,,,,,,No,
52-45-52-90,animal powered equipment,1,0,,1,,,,No,
52-47-17-79,manually operated equipment,99,99,,,,,,No,
52-47-17-79,machine powered equipment,2,2,8,,,,,No,
52-47-17-79,Vehicle,2,2,14,,,,,No,
52-48-35-28,manually operated equipment,13,12,,,,,,Yes,6
52-48-35-28,Vehicle,1,0,,0,,1,60000,No,
52-48-87-41,manually operated equipment,4,1,,,,,,No,
52-49-39-40,manually operated equipment,9,9,,,,,,Yes,2
52-51-74-48,manually operated equipment,11,7,,,,,,Yes,3
52-51-74-48,animal powered equipment,1,0,,0,,,,No,
52-52-14-12,manually operated equipment,3711,3681,,,,,,No,
52-52-84-84,manually operated equipment,2,2,,,,,,No,
52-52-84-84,Vehicle,2,0,,0,,2,450000,No,
52-52-85-41,manually operated equipment,2,2,,,,,,No,
52-53-46-36,manually operated equipment,3,3,,,,,,No,
52-54-98-47,manually operated equipment,97,95,,,,,,Yes,26
52-54-98-47,animal powered equipment,4,0,,0,,,,No,
52-56-82-99,Vehicle,1,1,10,,,,,No,
52-57-76-63,manually operated equipment,13,13,,,,,,No,
52-57-76-63,animal powered equipment,1,1,,,,,,Yes,1
52-57-76-63,Vehicle,1,1,20,,,,,No,
52-58-28-86,manually operated equipment,48,48,,,,,,No,
52-58-28-86,Vehicle,2,0,,0,,2,8066667,No,
52-58-75-54,Vehicle,1,1,15,,,,,No,
52-58-75-54,machine powered crop harvesting equipment,7,7,5,,,,,Yes,7
52-59-09-89,manually operated equipment,7,7,,,,,,No,
52-59-24-28,manually operated equipment,32,32,,,,,,Yes,6
52-59-24-28,animal powered equipment,2,0,,0,,,,No,
52-59-24-28,Vehicle,1,1,3,,,,,No,
52-59-24-28,post-harvest equipment,3,3,0,,,,,No,
52-59-67-25,manually operated equipment,13,8,,,,,,No,
52-59-67-25,animal powered equipment,2,0,,0,,,,No,
52-59-67-25,post-harvest equipment,1,1,1,,,,,No,
52-61-86-06,manually operated equipment,5,5,,,,,,No,
52-61-86-06,Vehicle,2,0,,2,1,,,No,
52-62-96-01,manually operated equipment,5,5,,,,,,No,
52-62-96-01,animal powered equipment,1,0,,0,,,,No,
52-63-82-16,manually operated equipment,11,8,,,,,,No,
52-66-17-08,manually operated equipment,358,358,,,,,,No,
52-68-26-23,manually operated equipment,3,3,,,,,,No,
52-68-26-23,machine powered equipment,1860,1860,6,,,,,No,
52-68-26-23,Vehicle,4,4,12,,,,,No,
52-72-29-21,manually operated equipment,4,4,,,,,,No,
52-72-29-21,machine powered equipment,1,0,,0,,1,40000,No,
52-78-32-99,manually operated equipment,44,43,,,,,,No,
52-78-32-99,Vehicle,4,4,8,,,,,No,
52-81-39-94,manually operated equipment,6,6,,,,,,No,
52-81-39-94,Vehicle,1,0,,0,,1,7000,No,
52-83-69-82,manually operated equipment,3,3,,,,,,No,
52-85-41-21,manually operated equipment,139,138,,,,,,No,
52-85-41-21,Vehicle,4,4,9,,,,,No,
52-85-41-21,machine powered land preparation and planting equipment,1,1,10,,,,,No,
52-86-76-02,manually operated equipment,20,19,,,,,,No,
52-86-76-02,animal powered equipment,1,0,,0,,,,No,
52-87-87-54,manually operated equipment,5,5,,,,,,No,
52-89-19-11,manually operated equipment,2,2,,,,,,No,
52-90-40-82,manually operated equipment,44,44,,,,,,Yes,5
52-90-40-82,animal powered equipment,2,0,,0,,,,No,
52-90-40-82,post-harvest equipment,1,0,,0,,1,18000,No,
52-92-01-20,manually operated equipment,6,6,,,,,,No,
52-94-13-54,manually operated equipment,106,106,,,,,,No,
52-94-13-54,machine powered equipment,36,36,6,,,,,No,
52-94-13-54,Vehicle,6,6,15,,,,,No,
52-94-13-54,machine powered land preparation and planting equipment,1,1,18,,,,,No,
52-97-83-49,manually operated equipment,2,2,,,,,,Yes,2
52-99-59-46,manually operated equipment,25,25,,,,,,No,
52-99-59-46,Vehicle,2,2,8,,,,,No,
53-01-40-70,manually operated equipment,2,2,,,,,,No,
53-03-49-19,manually operated equipment,11,11,,,,,,No,
53-03-80-21,manually operated equipment,22,22,,,,,,No,
53-03-80-21,animal powered equipment,1,0,,0,,,,No,
53-03-80-21,machine powered land preparation and planting equipment,1,0,,0,,1,10000,No,
53-04-35-47,manually operated equipment,3,3,,,,,,No,
53-05-34-45,manually operated equipment,10,1,,,,,,No,
53-05-62-61,manually operated equipment,4,3,,,,,,No,
53-08-63-17,manually operated equipment,7,7,,,,,,No,
53-08-63-17,animal powered equipment,1,0,,0,,,,No,
53-08-63-17,machine powered land preparation and planting equipment,1,0,,0,,1,45000,No,
53-14-89-73,manually operated equipment,20,2,,,,,,Yes,3
53-14-89-73,animal powered equipment,3,0,,3,,,,No,
53-14-89-73,Vehicle,1,0,,0,,1,150000,No,
53-15-91-61,manually operated equipment,7,7,,,,,,No,
53-16-05-20,manually operated equipment,7,7,,,,,,No,
53-16-05-20,Vehicle,1,0,,0,,1,15000,No,
53-16-34-18,manually operated equipment,40,40,,,,,,No,
53-16-34-18,Vehicle,2,0,,0,,2,325000,No,
53-16-34-18,post-harvest equipment,1,0,,0,,1,10500,No,
53-16-69-64,manually operated equipment,26,26,,,,,,No,
53-16-69-64,machine powered equipment,1,1,10,,,,,No,
53-16-69-64,Vehicle,1,1,8,,,,,No,
53-20-59-18,manually operated equipment,8,8,,,,,,No,
53-20-59-18,animal powered equipment,1,1,,,,,,Yes,1
53-20-59-18,machine powered equipment,250006,250006,10,,,,,No,
53-20-59-18,Vehicle,18,18,14,,,,,No,
53-20-59-18,machine powered land preparation and planting equipment,1,1,15,,,,,No,
53-20-59-18,machine powered crop harvesting equipment,1,1,15,,,,,No,
53-21-41-71,manually operated equipment,2,2,,,,,,No,
53-23-80-27,manually operated equipment,12,12,,,,,,No,
53-23-92-26,manually operated equipment,16,16,,,,,,No,
53-24-68-60,manually operated equipment,8,7,,,,,,Yes,1
53-24-68-60,Vehicle,3,1,18,0,,2,680000,No,
53-24-68-60,post-harvest equipment,1,0,,0,,1,60000,No,
53-24-68-60,Animal rearing equipment,2,2,12,,,,,No,
53-25-00-98,manually operated equipment,2,2,,,,,,No,
53-25-01-26,manually operated equipment,22,22,,,,,,No,
53-25-01-26,animal powered equipment,1,1,,,,,,No,
53-25-02-63,manually operated equipment,89,89,,,,,,No,
53-25-02-63,animal powered equipment,4,4,,,,,,No,
53-25-02-63,machine powered equipment,60022,60022,3,,,,,No,
53-25-02-63,Vehicle,7,7,8,,,,,No,
53-25-02-63,machine powered crop maintenance equipment,2,2,7,,,,,No,
53-29-44-21,manually operated equipment,3,3,,,,,,No,
53-29-44-21,animal powered equipment,1,1,,,,,,No,
53-29-44-21,machine powered land preparation and planting equipment,1,0,,0,,1,80000,No,
53-30-58-51,manually operated equipment,35,35,,,,,,No,
53-30-58-51,Vehicle,2,1,2,0,,1,120000,No,
53-37-56-04,manually operated equipment,13,13,,,,,,No,
53-41-18-46,manually operated equipment,5,5,,,,,,No,
53-41-18-46,animal powered equipment,1,1,,,,,,No,
53-43-14-02,manually operated equipment,31,31,,,,,,Yes,4
53-44-65-36,manually operated equipment,10,4,,,,,,No,
53-44-68-17,manually operated equipment,4,4,,,,,,No,
53-44-94-93,manually operated equipment,6,6,,,,,,No,
53-46-13-64,manually operated equipment,15,15,,,,,,No,
53-46-13-64,Vehicle,2,0,,0,,2,120000,No,
53-48-18-55,manually operated equipment,7,5,,,,,,No,
53-48-93-48,manually operated equipment,7,7,,,,,,No,
53-54-82-25,manually operated equipment,3,3,,,,,,No,
53-54-82-25,animal powered equipment,1,1,,,,,,No,
53-58-09-98,manually operated equipment,387,387,,,,,,Yes,21
53-58-09-98,animal powered equipment,2,2,,,,,,No,
53-58-42-18,manually operated equipment,66,66,,,,,,No,
53-59-88-03,manually operated equipment,3,3,,,,,,No,
53-59-88-03,Vehicle,1,0,,0,,1,330000,No,
53-61-10-35,manually operated equipment,8,8,,,,,,No,
53-61-30-62,manually operated equipment,14,14,,,,,,No,
53-61-30-62,Vehicle,1,0,,0,,1,12000,No,
53-62-01-85,Animal rearing equipment,1,1,0,,,,,No,
53-62-27-65,manually operated equipment,22,22,,,,,,No,
53-62-27-65,Vehicle,1,0,,0,,1,120000,No,
53-62-27-65,post-harvest equipment,1,1,2,,,,,No,
53-64-49-00,manually operated equipment,6,6,,,,,,No,
53-64-92-87,manually operated equipment,285,285,,,,,,No,
53-64-97-02,manually operated equipment,1,1,,,,,,No,
53-67-91-59,manually operated equipment,11,8,,,,,,No,
53-71-98-87,manually operated equipment,2,2,,,,,,No,
53-76-39-46,manually operated equipment,3,3,,,,,,No,
53-81-65-69,manually operated equipment,8,8,,,,,,No,
53-83-85-32,manually operated equipment,5,5,,,,,,No,
53-84-00-92,manually operated equipment,4,4,,,,,,No,
53-84-43-61,manually operated equipment,13,13,,,,,,No,
53-85-10-07,manually operated equipment,37,37,,,,,,No,
53-85-10-07,animal powered equipment,1,1,,,,,,No,
53-85-10-07,post-harvest equipment,1,0,,0,,1,25000,No,
53-90-22-62,manually operated equipment,2,2,,,,,,No,
53-91-36-92,manually operated equipment,10,10,,,,,,No,
53-93-06-96,manually operated equipment,363,343,,,,,,No,
53-93-06-96,animal powered equipment,2,2,,,,,,No,
53-93-06-96,Vehicle,1,1,3,,,,,No,
53-93-06-96,post-harvest equipment,31,30,2,0,,1,20000,No,
53-94-02-77,manually operated equipment,8,8,,,,,,No,
53-96-36-55,manually operated equipment,9,8,,,,,,No,
53-96-36-55,Vehicle,1,0,,0,,1,8000,No,
53-97-43-89,manually operated equipment,13,12,,,,,,No,
53-97-43-89,post-harvest equipment,1,1,0,,,,,No,
53-97-54-76,manually operated equipment,18,18,,,,,,Yes,1
53-97-54-76,machine powered crop maintenance equipment,1,1,3,,,,,No,
53-99-89-53,manually operated equipment,113,113,,,,,,Yes,4
53-99-89-53,Vehicle,1,0,,0,,1,120000,No,
54-02-80-53,manually operated equipment,2,2,,,,,,Yes,1
54-04-73-70,manually operated equipment,1,1,,,,,,No,
54-05-33-23,manually operated equipment,10,10,,,,,,No,
54-05-38-11,manually operated equipment,15,15,,,,,,No,
54-07-30-86,manually operated equipment,10,10,,,,,,No,
54-08-17-81,manually operated equipment,9,9,,,,,,No,
54-11-43-73,manually operated equipment,8,8,,,,,,No,
54-13-06-01,manually operated equipment,14,13,,,,,,No,
54-13-06-01,Vehicle,1,0,,0,,1,45000,No,
54-14-60-23,manually operated equipment,1,1,,,,,,No,
54-14-60-23,animal powered equipment,1,0,,0,,,,No,
54-17-72-38,manually operated equipment,4,4,,,,,,No,
54-17-72-38,machine powered land preparation and planting equipment,1,1,1,,,,,No,
54-18-29-47,manually operated equipment,3,3,,,,,,No,
54-18-43-69,manually operated equipment,5158,5158,,,,,,Yes,41
54-18-43-69,machine powered equipment,14,14,5,,,,,No,
54-18-43-69,Vehicle,19,19,5,,,,,No,
54-18-43-69,machine powered land preparation and planting equipment,3,2,3,1,5,,,No,
54-18-43-69,machine powered crop maintenance equipment,4,4,6,,,,,No,
54-19-47-58,manually operated equipment,3,3,,,,,,No,
54-28-75-99,manually operated equipment,12,12,,,,,,Yes,2
54-28-75-99,Vehicle,1,1,2,,,,,No,
54-28-75-99,Animal rearing equipment,3,3,0,,,,,Yes,3
54-32-62-11,manually operated equipment,9,0,,,,,,No,
54-32-62-11,animal powered equipment,1,0,,0,,,,No,
54-32-90-09,manually operated equipment,7,7,,,,,,No,
54-42-79-76,manually operated equipment,13,13,,,,,,No,
54-42-79-76,Vehicle,1,0,,0,,1,100000,No,
54-42-79-76,post-harvest equipment,1,0,,0,,1,9600,No,
54-43-03-12,manually operated equipment,4,2,,,,,,No,
54-43-03-12,Vehicle,1,0,,0,,1,120000,No,
54-43-11-64,manually operated equipment,4,4,,,,,,No,
54-43-38-10,manually operated equipment,10,5,,,,,,No,
54-43-38-10,machine powered land preparation and planting equipment,2,0,,0,,2,98000,No,
54-46-18-39,manually operated equipment,7,7,,,,,,No,
54-46-18-39,machine powered equipment,54,54,3,,,,,No,
54-46-18-39,Vehicle,4,4,4,,,,,Yes,1
54-46-18-39,machine powered land preparation and planting equipment,3,3,4,,,,,No,
54-50-01-61,manually operated equipment,28,28,,,,,,No,
54-50-01-61,Vehicle,12,12,8,,,,,No,
54-50-01-61,machine powered land preparation and planting equipment,4,4,10,,,,,No,
54-50-01-61,machine powered crop harvesting equipment,1,1,10,,,,,No,
54-50-01-61,post-harvest equipment,1,1,10,,,,,No,
54-50-12-41,manually operated equipment,7,5,,,,,,Yes,1
54-53-66-20,manually operated equipment,2,2,,,,,,No,
54-53-66-20,animal powered equipment,1,1,,,,,,No,
54-56-09-82,manually operated equipment,2,2,,,,,,No,
54-58-74-58,manually operated equipment,13,12,,,,,,No,
54-58-74-58,animal powered equipment,2,0,,0,,,,No,
54-60-20-79,manually operated equipment,54,54,,,,,,No,
54-63-37-08,manually operated equipment,2,2,,,,,,No,
