holding_id,crop_id,s9q01,s9q02__1,s9q02__2,s9q02__3,s9q02__4,s9q02__5,s9q02__6,s9q02__7,s9q02__8,s9q02__99,s9q03,s9q04,s9q05,s9q06,s9q07,s9q08,s9q09,s9q10,s9q10a,s9q11
27-09-02-96,Maize,No,Yes,Yes,No,No,No,No,No,No,No,90,120000,10,,,,,,,
27-09-02-96,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-10-07-74,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,210000,40,,,,10,,,
27-10-07-74,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-10-74-87,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,216000,Half - 50%,,,,,,,
27-12-94-16,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-12-94-16,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
27-14-28-94,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,300000,One quarter - 25%,,,,,,,
27-15-18-93,Paddy,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,48,,,,2,Half - 50%,,
27-16-65-70,Paddy,No,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
27-16-67-93,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-16-67-93,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3840000,,,,,,,,
27-17-08-27,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
27-17-75-03,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-18-06-29,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-18-06-29,Groundnut,No,Yes,Yes,No,No,No,Yes,No,No,No,85,450000,5,,,,10,,,
27-18-69-19,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,67,1431000,33,,,,,,,
27-18-69-19,Pigeon pea,Yes,Yes,No,No,No,No,Yes,No,No,No,98,1666000,,,,,2,,,
27-18-69-19,Sunflower,Yes,Yes,Yes,No,No,No,Yes,No,No,No,86,420000,11,,,,3,,,
27-20-55-26,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-20-55-26,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-20-55-26,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-20-88-94,Groundnut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
27-20-96-05,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-20-96-05,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-21-63-50,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,160000,Half - 50%,,,,,,,
27-21-94-22,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-21-94-22,Sorghum,Yes,Yes,No,No,No,No,Yes,No,No,No,95,350000,,,,,5,,,
27-23-12-43,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,1140000,One quarter - 25%,,,,,,,
27-23-24-03,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,700000,One quarter - 25%,,,,,,,
27-23-24-03,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,800000,,,,,,,,
27-23-24-03,Groundnut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,480000,,,,,,,,
27-23-91-49,Banana,No,No,Yes,No,No,No,No,Yes,No,No,,,40,,,,,60,,
27-24-47-63,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-24-47-63,Pigeon pea,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-24-47-63,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-26-21-42,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-26-21-42,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-27-24-47,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-27-24-47,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
27-27-24-47,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
27-27-63-10,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,60,180000,40,,,,,,,
27-27-63-10,Paddy,Yes,Yes,Yes,No,No,No,No,Yes,No,No,38,200000,30,,,,,32,,
27-28-85-21,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-29-84-90,Sunflower,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,450000,,,,,,,,
27-29-84-90,Cotton,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,12000000,,,,,,,,
27-30-86-13,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-31-25-60,Maize,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,64,33,,,3,,,
27-31-96-02,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,300000,One quarter - 25%,,,,,,,
27-31-96-02,Beans,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Three-quarters - 75%,100000,13,12,,,,,,
27-33-20-46,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-33-20-46,Tobacco,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3250000,,,,,,,,
27-33-89-31,Coffee,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
27-34-19-41,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-34-19-41,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-34-19-41,Banana,No,Yes,Yes,No,No,No,No,No,No,No,20,30000,80,,,,,,,
27-34-19-41,Avocado,No,Yes,No,No,No,No,No,No,No,No,All - 100%,15000,,,,,,,,
27-35-16-12,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-35-16-12,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-36-26-01,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-36-35-04,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-36-35-04,Paddy,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-36-42-83,Beans,Yes,Yes,No,No,No,No,Yes,No,No,No,Three-quarters - 75%,40000000,,,,,One quarter - 25%,,,
27-36-42-83,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,675000,,,,,,,,
27-36-42-83,Avocado,No,Yes,No,No,No,No,No,No,No,No,All - 100%,600000,,,,,,,,
27-36-62-21,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-36-62-21,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-37-29-90,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,34,100000,Half - 50%,,,,16,,,
27-39-33-61,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-39-33-61,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,40,350000,Half - 50%,,,,10,,,
27-39-48-00,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-39-48-00,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,150000,,,,,,,,
27-39-48-00,Sugar cane,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
27-39-78-72,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,70,800000,20,10,,,,,,
27-39-78-72,Sweet potatoes,No,Yes,Yes,No,No,No,No,No,No,No,80,680000,20,,,,,,,
27-39-78-72,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-40-29-93,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-40-29-93,Paddy,Yes,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
27-40-29-93,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-40-58-75,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,40,150000,60,,,,,,,
27-41-13-88,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-41-13-88,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-42-36-95,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,94,,,,6,,,
27-42-36-95,Sesame,No,Yes,No,No,No,No,Yes,No,No,No,95,5900000,,,,,5,,,
27-42-69-91,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-42-69-91,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,97,,,,3,,,
27-42-69-91,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,99,,,,1,,,
27-43-78-97,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-43-78-97,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-44-25-16,Sorghum,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,78,20,,,2,,,
27-44-25-16,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1400000,,,,,,,,
27-44-25-16,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,2720000,,,,,,,,
27-44-27-37,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,440000,,,,,,,,
27-45-44-01,Maize,No,Yes,Yes,No,No,No,No,No,No,No,30,600000,70,,,,,,,
27-45-44-01,Paddy,No,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,1500000,45,,,,5,,,
27-48-63-24,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,55,455000,45,,,,,,,
27-50-13-41,Banana,No,Yes,Yes,Yes,No,No,No,No,No,No,Half - 50%,480000,30,20,,,,,,
27-50-49-83,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
27-50-49-83,Pigeon pea,Yes,Yes,No,No,No,No,Yes,No,No,No,96,900000,,,,,4,,,
27-50-49-83,Sesame,Yes,Yes,No,No,No,No,Yes,No,No,No,95,81000,,,,,5,,,
27-51-04-45,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,80,2400000,20,,,,,,,
27-51-45-05,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
27-51-45-05,Banana,No,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
27-52-07-90,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,600000,One quarter - 25%,,,,,,,
27-52-49-52,Avocado,No,Yes,No,No,No,No,No,No,No,No,All - 100%,73870000,,,,,,,,
27-54-37-06,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-54-37-06,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,80,325000,15,,,,5,,,
27-56-63-37,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
27-56-63-91,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
27-57-92-94,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,300000,Half - 50%,,,,,,,
27-59-29-46,Maize,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,30,180000,56,4,,,10,,,
27-59-29-46,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,99,,,,1,,,
27-59-53-48,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,30,195000,40,30,,,,,,
27-59-53-48,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-61-74-61,Maize,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
27-61-74-61,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,364512500,,,,,,,,
27-61-74-61,Coffee,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
27-64-15-34,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-64-15-34,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,67,1600000,33,,,,,,,
27-64-15-34,Beans,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Half - 50%,300000,30,20,,,,,,
27-64-38-71,Paddy,No,Yes,No,No,No,No,No,No,No,No,All - 100%,360000,,,,,,,,
27-65-61-35,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-65-61-35,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,20,50000,80,,,,,,,
27-67-70-18,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-67-70-18,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-67-70-18,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-71-00-66,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,69,825000,9,22,,,,,,
27-71-00-66,Irish potatoes,Yes,Yes,No,No,No,No,Yes,No,No,No,78,1260000,,,,,22,,,
27-71-06-46,Maize,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,300000,Three-quarters - 75%,,,,,,,
27-71-06-46,Beans,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,200000,Three-quarters - 75%,,,,,,,
27-72-91-55,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3150000,,,,,,,,
27-73-98-76,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,94,7930000,6,,,,,,,
27-75-05-61,Bulrush Millet,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,420000,40,,,,10,,,
27-75-05-61,Sunflower,Yes,Yes,Yes,No,No,No,Yes,No,No,No,67,178000,28,,,,5,,,
27-75-13-09,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-75-13-09,Sweet potatoes,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-75-13-09,Banana,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,810000,Half - 50%,,,,,,,
27-75-52-62,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-75-52-62,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-76-16-34,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-78-35-92,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,100000000,,,,,,,,
27-78-35-92,Coffee,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
27-78-50-24,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-78-64-39,Maize,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,30,600000,62,,,,3,,5,
27-78-64-39,Paddy,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,30,1500000,17,,5,,3,45,,
27-78-64-39,Cassava,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,500000,Half - 50%,,,,,,,
27-78-64-39,Sweet potatoes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,80,,20,,,,,
27-78-64-39,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-78-64-39,Groundnut,Yes,Yes,Yes,No,Yes,No,No,No,No,No,60,600000,30,,10,,,,,
27-78-79-20,Cassava,Yes,Yes,Yes,Yes,No,No,No,No,No,No,60,945000,30,10,,,,,,
27-78-79-20,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-80-24-96,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-80-24-96,Beans,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,250000,One quarter - 25%,,,,One quarter - 25%,,,
27-80-24-96,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,120000,One quarter - 25%,,,,One quarter - 25%,,,
27-80-24-96,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,360000,,,,,,,,
27-81-46-83,Maize,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,,60,10,30,,,,,
27-81-46-83,Paddy,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,70,5,,,One quarter - 25%,,,
27-81-46-83,Groundnut,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,70,10,,,20,,,
27-82-54-01,Maize,Yes,No,Yes,No,Yes,No,No,No,No,No,,,60,,40,,,,,
27-82-54-01,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,350000,One quarter - 25%,,,,One quarter - 25%,,,
27-82-60-88,Banana,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,350000,One quarter - 25%,,,,,,,
27-83-63-94,Sorghum,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
27-83-85-89,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-83-85-89,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-83-93-27,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-84-27-09,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-84-67-55,Cassava,No,Yes,Yes,Yes,No,No,No,No,No,No,80,450000,10,10,,,,,,
27-84-67-55,Banana,No,Yes,Yes,Yes,No,No,No,No,No,No,80,300000,10,10,,,,,,
27-87-40-78,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-87-40-78,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-87-40-78,Sesame,Yes,Yes,No,No,No,No,Yes,No,No,No,Three-quarters - 75%,630720,,,,,One quarter - 25%,,,
27-91-91-85,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,66,560000,34,,,,,,,
27-93-44-02,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,2475000,,,,,,,,
27-93-44-02,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3200000,,,,,,,,
27-95-10-52,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-95-10-52,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-95-89-65,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
27-98-26-63,Cassava,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Three-quarters - 75%,200000,15,10,,,,,,
27-98-26-63,Cowpeas,Yes,No,Yes,Yes,No,No,No,No,No,No,,,80,20,,,,,,
27-98-26-63,Amaranths,Yes,Yes,Yes,No,No,No,No,No,No,No,70,56000,30,,,,,,,
27-98-61-64,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-00-17-60,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-00-17-60,Paddy,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-00-17-60,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,750000,,,,,,,,
28-01-09-03,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,490000,One quarter - 25%,,,,,,,
28-01-09-03,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,50000,Three-quarters - 75%,,,,,,,
28-01-18-44,Maize,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
28-01-18-44,Beans,Yes,No,Yes,Yes,No,No,No,No,No,No,,,One quarter - 25%,Three-quarters - 75%,,,,,,
28-01-18-44,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,105000,,,,,,,,
28-01-18-44,Banana,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Half - 50%,100000,20,30,,,,,,
28-01-18-44,Avocado,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Three-quarters - 75%,400000,5,20,,,,,,
28-01-18-44,Mango,No,Yes,No,Yes,No,No,No,No,No,No,80,240000,,20,,,,,,
28-01-74-84,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,80,,,,20,,,
28-01-87-66,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,10800000,,,,,,,,
28-01-87-66,Paddy,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,12800000,,,,,,,,
28-01-87-66,Sugar cane,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,48000000,,,,,,,,
28-02-07-62,Maize,Yes,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
28-03-53-22,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-03-53-22,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-04-62-12,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-04-66-23,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,2100000,,,,,,,,
28-04-92-63,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-04-92-63,Pigeon pea,Yes,Yes,Yes,No,No,No,No,No,No,No,84,200000,16,,,,,,,
28-04-92-63,Sunflower,Yes,Yes,Yes,No,No,No,No,No,No,No,44,12000,56,,,,,,,
28-05-90-30,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-07-55-43,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,80,20,,,,,,
28-07-55-43,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-08-12-64,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-08-12-64,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-10-65-86,Paddy,No,No,Yes,Yes,No,No,No,No,No,No,,,93,7,,,,,,
28-10-65-86,Sweet potatoes,No,Yes,Yes,Yes,No,No,No,No,No,No,71,200000,4,One quarter - 25%,,,,,,
28-11-68-77,Coffee,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,All - 100%,,
28-11-84-81,Sorghum,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
28-11-84-81,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,8000000,,,,,,,,
28-14-48-34,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,84000,Three-quarters - 75%,,,,,,,
28-14-48-34,Beans,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
28-15-46-58,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-16-13-45,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-16-13-45,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,500000,,,,,,,,
28-17-27-46,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-17-27-46,Beans,No,Yes,Yes,No,No,No,No,No,No,No,70,125000,30,,,,,,,
28-17-27-46,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1000000,,,,,,,,
28-17-27-46,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-17-70-32,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,240000,Half - 50%,,,,,,,
28-17-70-32,Beans,No,Yes,Yes,No,No,No,No,No,No,No,95,120000,5,,,,,,,
28-18-14-00,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-19-10-53,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-20-33-85,Irish potatoes,No,Yes,Yes,No,No,No,Yes,No,No,No,98,300000,1,,,,1,,,
28-20-33-85,Beans,No,Yes,Yes,No,No,No,Yes,No,No,No,10,210000,60,,,,30,,,
28-20-80-41,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,99,141750000,1,,,,,,,
28-22-15-29,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,600000,Half - 50%,,,,,,,
28-22-15-29,Irish potatoes,No,Yes,No,No,No,No,No,No,No,No,All - 100%,4536000,,,,,,,,
28-22-76-73,Maize,No,No,Yes,Yes,No,No,No,No,No,No,,,90,10,,,,,,
28-22-76-73,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,90,10,,,,,,
28-23-05-33,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,80,1000000,20,,,,,,,
28-23-05-33,Groundnut,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,96000,One quarter - 25%,,,,,,,
28-23-59-37,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,1800000,One quarter - 25%,,,,,,,
28-23-59-37,Coffee,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,2500000,,,,,,,,
28-23-87-19,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1500000,,,,,,,,
28-23-87-19,Amaranths,No,Yes,No,No,No,No,No,No,No,No,All - 100%,140000,,,,,,,,
28-24-17-78,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-28-36-98,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-28-36-98,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,80,156000,20,,,,,,,
28-28-70-21,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
28-29-12-02,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,900000,Half - 50%,,,,,,,
28-29-12-02,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-30-01-81,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-30-18-57,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,500000,One quarter - 25%,,,,,,,
28-30-18-57,Sweet potatoes,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,300000,Half - 50%,,,,,,,
28-30-18-57,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-30-18-57,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-30-18-57,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-30-18-57,Tobacco,No,Yes,No,No,No,No,No,No,No,No,All - 100%,15000000,,,,,,,,
28-30-91-92,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
28-30-91-92,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
