holding_id,FIELD__id,MASIKAPLOT__id,s6q02,s6q03_hectares,s6q04,s6q05a,s6q05b,s6q06,s6q07,s6q08__1,s6q08__2,s6q08__3,s6q08__4,s6q08__5,s6q08__6,s6q08__7,s6q08__99,s6q09,s6q10__8,s6q10__9,s6q10__10,s6q10__11,s6q10__12,s6q10__13,s6q10__14,s6q10__115,s6q10__116,s6q10__117,s6q10__118,s6q10__119,s6q10__120,s6q10__121,s6q10__99,s6q10a,s6q11,s6q12__16,s6q12__17,s6q12__18,s6q12__19,s6q12__20,s6q12__21
26-23-12-52,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,All - 100%,Yes,No,No,No,No,Yes,No
26-23-31-00,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-23-32-57,1,1,CULTIVATED WITH CROPS,4,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-23-32-57,1,2,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-23-81-53,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-23-87-55,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-25-64-33,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-25-73-96,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-25-73-96,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-27-52-83,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-28-14-99,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-29-16-41,1,1,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-29-16-41,1,2,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-29-93-91,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-30-11-84,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-30-11-84,1,2,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-32-55-41,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-32-55-41,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-32-55-41,3,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-33-75-70,1,1,CULTIVATED WITH CROPS,4,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-34-22-76,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-34-22-76,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-34-22-76,3,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-35-35-50,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-35-35-50,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-35-35-50,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-36-29-96,1,1,CULTIVATED WITH CROPS,4,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-36-55-14,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-36-55-14,2,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-36-63-78,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-36-63-78,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-36-72-45,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,Yes,No,No,No,No
26-38-06-65,1,1,CULTIVATED WITH CROPS,16,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-38-06-65,1,2,CULTIVATED WITH CROPS,16,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-38-06-65,2,1,CULTIVATED WITH CROPS,6,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-38-06-65,3,1,CULTIVATED WITH CROPS,24,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,No,No
26-38-06-65,4,1,CULTIVATED WITH CROPS,28,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,No,No
26-38-14-32,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-38-25-89,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-38-48-24,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-38-48-24,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-39-14-03,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-39-93-59,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-40-29-49,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-40-79-97,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-40-79-97,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-40-79-97,2,1,CULTIVATED WITH CROPS,1,PURE STAND,Yes,All - 100%,SPRINKLER IRRIGATION,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-41-87-75,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-41-87-75,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-42-33-37,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-42-36-41,1,1,CULTIVATED WITH CROPS,10,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,Yes,Yes,No,No
26-42-36-41,1,2,TEMPORARILY LEFT FALLOW,108,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-42-36-41,1,3,TEMPORARILY LEFT FALLOW,85,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-45-72-71,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-45-72-71,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-46-45-22,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-46-96-77,1,1,A KITCHEN GARDEN/BACKYARD,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-46-96-77,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-46-96-77,2,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-47-78-32,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-47-78-32,2,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-48-78-45,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-48-78-45,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-48-78-45,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-50-77-05,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-52-19-15,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-54-58-69,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-54-58-69,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-55-44-27,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-55-99-11,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-57-29-07,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-57-29-07,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-57-92-87,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-57-92-87,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,No,Yes,No,No,No
26-59-75-99,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-60-26-61,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-62-51-89,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-62-51-89,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,No,No
26-62-77-48,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-62-77-48,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-62-77-48,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-63-04-20,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-64-17-06,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-65-19-84,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-65-60-57,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-65-60-57,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-65-60-57,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-68-09-94,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-69-12-85,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,No,No
26-70-10-48,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-70-10-48,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-70-10-48,1,3,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,Yes,No,No
26-72-22-84,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-72-22-84,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-73-04-50,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-74-04-41,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,Yes,No,No,No,No
26-75-09-50,1,1,CULTIVATED WITH CROPS,202,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-76-21-15,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-78-51-53,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-78-73-13,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-78-73-13,1,2,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-80-42-56,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-80-42-56,2,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-80-55-06,1,1,CULTIVATED WITH CROPS,187,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,No,Yes,No,No,No
26-80-57-67,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-82-13-31,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-82-13-31,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-84-18-20,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-84-18-20,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-84-18-20,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-84-18-20,4,1,A KITCHEN GARDEN/BACKYARD,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,No,Yes,No,No
26-84-41-94,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-84-41-94,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-86-17-45,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
26-88-79-26,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
26-88-79-26,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,No,No,Yes,No,No
26-89-04-55,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,Yes,No,No,No,No
26-89-04-55,2,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,Yes,No,No,No,No
26-89-04-55,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,Yes,No,No,No,No
26-89-22-19,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-90-01-48,1,1,CULTIVATED WITH CROPS,4,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-91-43-61,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-91-43-61,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-91-47-36,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-91-52-31,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-91-52-31,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-91-63-34,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
26-93-16-90,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-93-20-26,1,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,Yes,No,No,No
26-96-29-38,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,Yes,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
26-96-29-38,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
26-96-39-79,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-98-15-31,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
26-99-11-65,1,1,CULTIVATED WITH CROPS,6,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
27-00-17-43,1,1,A KITCHEN GARDEN/BACKYARD,2,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-00-38-37,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
27-01-98-06,1,1,CULTIVATED WITH CROPS,21,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-02-15-97,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
27-02-81-06,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-02-81-06,2,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-02-81-06,2,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-03-67-61,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
27-05-98-22,1,1,CULTIVATED WITH CROPS,49,PURE STAND,Yes,All - 100%,SPRINKLER IRRIGATION,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,Yes,Yes,No,No
27-07-38-17,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
27-08-03-86,6,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-09-02-96,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
27-10-07-74,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,No,No
27-10-07-74,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,Yes,No,No,No
27-10-07-74,3,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,Yes,No,No,No
27-14-28-94,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,No,Yes,No,No,No
27-15-18-93,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
