holding_id,FIELD__id,VULIPLOT__id,s4q02,s4q03_hectares,s4q04,s4q05a,s4q05b,s4q06,s4q07,s4q08__1,s4q08__2,s4q08__3,s4q08__4,s4q08__5,s4q08__6,s4q08__7,s4q08__99,s4q09,s4q10__8,s4q10__9,s4q10__10,s4q10__11,s4q10__12,s4q10__13,s4q10__14,s4q10__115,s4q10__116,s4q10__117,s4q10__118,s4q10__119,s4q10__120,s4q10__121,s4q10__99,s4q10a,s4q11,s4q12__16,s4q12__17,s4q12__18,s4q12__19,s4q12__20,s4q12__99
22-10-70-49,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-11-11-63,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-11-11-63,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-11-76-02,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-11-87-57,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-12-27-59,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-12-27-59,2,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-13-09-71,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-16-31-24,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-16-31-24,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-16-31-67,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-16-31-67,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-16-31-67,1,3,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-17-21-37,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-18-88-23,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-18-88-23,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-20-56-07,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-21-46-80,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-21-46-80,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-21-46-80,2,2,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-22-55-32,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-24-77-72,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-24-77-72,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-25-48-64,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-26-29-61,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-26-29-61,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-26-50-79,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-26-50-79,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-28-14-97,1,1,CULTIVATED WITH CROPS,809,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No
22-28-24-59,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-28-81-25,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-29-02-00,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-29-02-00,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-29-14-36,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-29-14-36,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-29-14-36,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-29-48-20,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-31-59-50,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-31-59-50,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-31-59-50,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-31-59-50,3,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-33-75-68,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-34-40-69,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,Yes,No,No,No
22-35-61-75,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-35-61-75,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-35-61-75,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-35-61-75,1,4,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-35-61-75,1,5,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-36-54-90,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-38-56-01,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-39-89-91,1,1,CULTIVATED WITH CROPS,1,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,No,,,,,,,,,Yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
22-40-07-58,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-40-72-12,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-40-72-12,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-40-78-65,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
22-41-98-45,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-42-41-15,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-42-75-60,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No
22-43-15-43,1,1,CULTIVATED WITH CROPS,1,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,No,Yes,No,No,No,No
22-43-76-55,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-45-77-21,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-48-67-61,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
22-49-26-72,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-49-39-08,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-49-39-08,1,2,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-49-39-08,2,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-49-60-17,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-49-74-39,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-49-74-39,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-50-17-27,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-51-95-69,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-51-95-69,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-51-95-69,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-53-21-43,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-53-21-43,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-53-92-18,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-53-99-66,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-53-99-66,1,2,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-54-75-75,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-05-15,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-05-15,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-05-15,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-05-15,4,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-62-54,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-62-54,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-62-54,2,2,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-62-54,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-55-62-54,3,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-56-19-89,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-56-19-89,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-56-19-89,2,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-56-19-89,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-56-76-35,1,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,Three-quarters - 75%,MANUAL IRRIGATION,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-56-76-35,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-57-42-12,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
22-57-42-12,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-57-42-12,3,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-58-58-38,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-58-96-43,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-62-09-72,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-62-45-74,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-62-45-74,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-62-68-23,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-62-68-23,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-63-06-97,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-63-42-86,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-65-59-11,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-65-78-92,1,1,CULTIVATED WITH CROPS,119,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,Yes,Yes,No,No,No,No,No,No,No,Yes,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,Yes,Yes,Yes,No,No
22-67-41-94,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-67-98-03,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-68-78-96,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-68-80-46,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-69-89-14,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-69-89-14,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-70-27-07,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-70-47-96,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-73-27-90,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
22-73-54-48,1,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-73-98-17,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-79-68-19,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-81-92-85,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-83-43-25,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-83-43-25,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-83-43-25,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-83-95-18,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-83-95-18,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-84-73-20,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-85-30-15,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-87-44-27,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-87-75-62,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-87-75-62,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-87-98-78,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-89-84-67,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-90-20-18,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,Yes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
22-90-20-18,3,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Half - 50%,No,,,,,,
22-90-20-18,3,2,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-90-81-42,1,1,CULTIVATED WITH CROPS,4,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-90-81-42,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-90-81-42,3,1,CULTIVATED WITH CROPS,7,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-90-87-12,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-93-12-79,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
22-93-62-18,1,1,CULTIVATED WITH CROPS,177,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,Yes,Yes,No,No
22-93-62-18,1,2,TEMPORARILY LEFT FALLOW,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-94-22-28,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-96-02-82,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-97-69-46,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-97-69-46,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
22-97-69-46,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
22-98-12-81,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-98-65-26,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-98-65-26,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-98-84-76,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-99-35-38,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-99-35-38,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-99-35-38,2,2,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-99-61-71,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
22-99-61-71,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-00-40-94,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-00-40-94,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-01-92-42,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-22-07,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-09-40-89,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
23-09-40-89,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-09-40-89,2,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-09-72-27,1,1,CULTIVATED WITH CROPS,3,INTERCROPPED,No,,,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
23-09-72-27,2,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-10-63-33,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-11-16-85,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-11-16-85,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
23-11-57-67,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
