holding_id,FIELD__id,VULIPLOT__id,crop_id,TEMP_PERM,areaPlanted,s5q03,s5q04__1,s5q04__2,s5q04__3,s5q04a,s5q04a_Unit,s5q05,s5q06__1,s5q06__2,s5q06__3,s5q06__4,s5q06__5,s5q06__6,s5q06__7,s5q06__8,s5q06__9,s5q06__99,s5q07,areaHarvested,s5q10__1,s5q10__2,s5q10__3,s5q10__4,s5q10__5,s5q10__6,s5q10__7,s5q10__8,s5q10__9,s5q10__99,s5q11,s5q12,s5q13,s5q14,s5q14a,s5q14b_unit,harvest_ton
17-09-05-34,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-09-34-97,1,1,Cassava,Temporary,1,OCTOBER 2023,No,Yes,No,1500,CUTTINGS,Yes,,,,,,,,,,,June 2024,1,,,,,,,,,,,,,,,,,1
17-09-34-97,1,2,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,300,0,No,,,
17-09-55-14,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,Yes,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-09-55-14,1,1,Beans,Temporary,0,OCTOBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
17-11-16-57,1,1,Maize,Temporary,1,DECEMBER 2023,No,Yes,No,10,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-11-38-06,1,1,Paddy,Temporary,4,JANUARY 2024,No,No,Yes,60,KILOGRAM,Yes,,,,,,,,,,,May 2024,2,No,Yes,No,No,No,No,No,No,No,No,,,,,,,7
17-11-38-06,2,1,Paddy,Temporary,1,DECEMBER 2023,No,No,Yes,33,KILOGRAM,Yes,,,,,,,,,,,May 2024,1,,,,,,,,,,,,,,,,,5
17-12-42-92,1,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,1200,CUTTINGS,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
17-13-09-38,1,1,Maize,Temporary,2,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-13-35-40,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
17-13-35-40,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,,,,,,,,,,,,,,,,,0
17-13-96-14,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
17-20-62-89,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,150,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
17-21-98-44,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-21-98-44,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,17,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-21-98-44,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-21-98-44,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-22-11-93,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-22-11-93,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
17-22-11-93,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-24-63-16,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,Yes,No,No,No,Yes,No,,,,,,,0
17-24-65-57,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-24-65-57,2,1,Paddy,Temporary,1,JANUARY 2024,No,Yes,No,40,KILOGRAM,Yes,,,,,,,,,,,May 2024,1,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,1
17-25-84-11,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,6,KILOGRAM,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-27-12-33,1,1,Maize,Temporary,1,DECEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,June 2024,1,,,,,,,,,,,,,,,,,1
17-27-12-33,2,1,Sorghum,Temporary,1,NOVEMBER 2023,No,Yes,No,25,KILOGRAM,Yes,,,,,,,,,,,July 2024,1,,,,,,,,,,,,,,,,,1
17-27-69-00,2,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,8,KILOGRAM,No,No,Yes,No,Yes,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,0
17-33-30-71,2,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,1
17-33-30-71,2,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-33-30-71,2,1,Cotton,Temporary,0,NOVEMBER 2023,Yes,No,No,20,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-33-30-71,2,2,Paddy,Temporary,1,DECEMBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-34-91-57,1,1,Maize,Temporary,1,NOVEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,June 2024,1,,,,,,,,,,,,,,,,,1
17-34-97-85,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,1
17-34-97-85,1,1,Cotton,Temporary,0,OCTOBER 2023,Yes,No,No,20,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
17-35-46-21,1,1,Paddy,Temporary,0,NOVEMBER 2023,No,Yes,No,10,KILOGRAM,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
17-36-02-80,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-36-99-71,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
17-37-78-28,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-38-02-64,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-38-69-34,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-38-74-94,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,10432,6735,No,,,
17-39-62-14,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,720,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
17-42-45-40,1,1,Maize,Temporary,13,JANUARY 2024,No,Yes,No,180,KILOGRAM,Yes,,,,,,,,,,,July 2024,13,,,,,,,,,,,,,,,,,10
17-42-45-40,1,2,Sunflower,Temporary,13,FEBRUARY 2024,No,Yes,No,140,KILOGRAM,Yes,,,,,,,,,,,July 2024,13,,,,,,,,,,,,,,,,,6
17-42-45-40,1,3,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,12,KILOGRAM,
17-42-82-11,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,12,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-43-96-54,1,1,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,4799,CUTTINGS,
17-44-78-18,1,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,18,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,2
17-44-78-18,2,1,Cotton,Temporary,1,NOVEMBER 2023,Yes,No,No,30,KILOGRAM,Yes,,,,,,,,,,,June 2024,1,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
17-44-78-18,3,1,Cotton,Temporary,0,DECEMBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-46-06-58,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,Yes,No,Yes,No,No,No,No,No,,,,,,,0
17-46-06-58,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,16,KILOGRAM,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-46-43-69,1,1,Paddy,Temporary,1,JANUARY 2024,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,June 2024,1,No,No,No,No,No,No,No,No,Yes,No,,,,,,,1
17-48-23-61,1,1,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,3800,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,No,No,Yes,No,No,No,,,,,,,4
17-48-23-61,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,50,32,No,,,
17-50-51-81,1,1,Maize,Temporary,1,NOVEMBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
17-50-51-81,1,2,Sweet potatoes,Temporary,0,DECEMBER 2023,No,No,Yes,200,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,1
17-50-51-81,2,1,Paddy,Temporary,1,DECEMBER 2023,No,No,Yes,60,KILOGRAM,Yes,,,,,,,,,,,May 2024,1,,,,,,,,,,,,,,,,,3
17-51-36-34,1,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,24.66505,0,No,,,
17-51-36-34,1,2,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,300,100,No,,,
17-51-36-34,1,3,Cashew nut,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,35.81772,0,No,,,
17-52-29-40,2,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,3000,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,2
17-52-29-40,2,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,31.92112,0,No,,,
17-53-57-33,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,499,CUTTINGS,Yes,,,,,,,,,,,July 2024,0,No,No,No,No,Yes,No,Yes,No,Yes,No,,,,,,,0
17-53-57-33,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,47,39,No,,,
17-53-57-33,2,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,640,CUTTINGS,Yes,,,,,,,,,,,July 2024,0,No,No,No,No,Yes,No,Yes,No,Yes,No,,,,,,,0
17-53-65-16,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,30,30,No,,,
17-53-65-16,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,145,70,No,,,
17-53-65-16,1,2,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
17-53-65-16,1,2,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
17-53-72-75,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,500,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,,,,,,,,,,,,,,,,,0
17-54-12-73,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,18,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,0
17-54-12-73,1,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-54-12-73,2,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-54-12-73,2,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,150,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
17-54-12-73,3,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,0
17-54-12-73,3,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,250,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
17-54-12-73,4,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-54-23-13,1,1,Orange,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,FARMER IS UNABLE TO QUANTIFY,,Yes,121,SEEDLINGS,
17-54-52-82,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,No,Yes,8,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-54-52-82,1,2,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,700,CUTTINGS,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,0
17-54-52-82,1,2,Sweet potatoes,Temporary,0,OCTOBER 2023,No,Yes,No,700,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
17-55-58-63,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,1
17-55-58-63,1,1,Cowpeas,Temporary,0,SEPTEMBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,,,,,,,,,,,,,,,,,0
17-55-88-78,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
17-55-88-78,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,No,Yes,12,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
17-55-88-78,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-56-25-91,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-56-25-91,1,1,Groundnut,Temporary,0,OCTOBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-56-72-83,1,1,Cocoyams,Temporary,0,SEPTEMBER 2023,No,Yes,No,160,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
17-56-72-83,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,4,SEEDLINGS,
17-56-72-83,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,6,3,No,,,
17-57-02-80,1,1,Cassava,Temporary,1,NOVEMBER 2023,No,Yes,No,3000,CUTTINGS,Yes,,,,,,,,,,,September 2024,1,,,,,,,,,,,,,,,,,15
17-57-26-35,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,3000,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
17-57-26-35,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,50,15,Yes,1,SEEDLINGS,
17-57-91-69,4,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,12,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-57-91-69,4,1,Beans,Temporary,1,OCTOBER 2023,Yes,No,No,8,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-59-43-74,1,1,Maize,Temporary,1,NOVEMBER 2023,Yes,No,No,16,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,Yes,No,No,No,Yes,No,,,,,,,1
17-59-43-74,1,1,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,5,KILOGRAM,
17-59-72-69,1,1,Irish potatoes,Temporary,0,SEPTEMBER 2023,No,Yes,No,120,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,3
17-59-72-69,2,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,11,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
17-59-72-69,2,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,Yes,No,No,,,,,,,0
17-59-80-48,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,150,18,No,,,
17-59-80-48,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,.66,1,No,,,
17-60-70-45,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-60-70-45,1,2,Amaranths,Temporary,0,OCTOBER 2023,No,Yes,No,5,GRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
17-60-70-45,2,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-60-70-45,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,3,SEEDLINGS,
17-62-41-51,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
17-62-41-51,1,1,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,23,CUTTINGS,
17-62-41-51,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
17-62-41-51,1,1,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,0,KILOGRAM,
17-62-41-63,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,9,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
17-62-41-63,1,1,Groundnut,Temporary,0,NOVEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,Yes,No,No,No,No,No,No,,,,,,,0
17-62-54-71,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,2316,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,3
17-62-54-71,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,30,15,Yes,3,SEEDLINGS,
17-62-54-71,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,98.00001,45,Yes,13,SEEDLINGS,
17-63-51-50,2,1,Cashew nut,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,84,84,No,,,
17-63-72-80,1,2,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-63-79-85,1,1,Maize,Temporary,1,NOVEMBER 2023,No,Yes,No,13,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,No,No,No,Yes,No,Yes,,,,,,,1
17-63-79-85,2,1,Tobacco,Temporary,1,NOVEMBER 2023,Yes,No,No,100,GRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,1
17-64-08-62,1,1,Maize,Temporary,0,JANUARY 2024,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,July 2024,0,,,,,,,,,,,,,,,,,0
17-65-27-13,1,1,Paddy,Temporary,0,NOVEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,0
17-65-27-13,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,Yes,10,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
17-65-27-13,2,1,Sweet potatoes,Temporary,0,SEPTEMBER 2023,No,Yes,No,300,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,Yes,Yes,No,No,,,,,,,0
17-65-37-26,1,2,Cashew nut,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-65-37-26,1,3,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,FARMER IS UNABLE TO QUANTIFY,,No,,,
17-65-37-26,1,4,Amaranths,Temporary,437,DECEMBER 2023,Yes,No,No,10000,GRAM,Yes,,,,,,,,,,,January 2024,437,,,,,,,,,,,,,,,,,5
17-65-37-26,1,4,Okra,Temporary,87,JANUARY 2024,Yes,No,No,1500,GRAM,Yes,,,,,,,,,,,March 2024,87,,,,,,,,,,,,,,,,,3
17-65-44-26,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
17-65-93-15,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,2130,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
17-65-93-15,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,50,20,Yes,2,SEEDLINGS,
17-65-93-15,2,1,Cassava,Temporary,1,OCTOBER 2023,No,Yes,No,500,CUTTINGS,Yes,,,,,,,,,,,March 2024,1,,,,,,,,,,,,,,,,,1
17-65-93-15,3,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,2850,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-65-93-15,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,20,0,Yes,2,SEEDLINGS,
17-66-54-94,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,12,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,,,,,,,,,,,,,,,,,3
17-69-51-08,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,1
17-70-04-46,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,12,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
17-71-03-37,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,1983,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,2
17-72-00-11,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,1,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
17-73-57-01,1,1,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,1280,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,1
17-73-57-01,2,1,Sorghum,Temporary,0,JANUARY 2024,No,Yes,No,5,KILOGRAM,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
17-73-57-01,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,73,48,No,,,
17-73-96-39,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
