holding_id,FIELD__id,crop_id,areaPlanted,s8q01,s8q02__1,s8q02__2,s8q02__3,s8q02__4,s8q02__5,s8q02__6,s8q02__7,s8q02__8,s8q02__9,s8q02__10,s8q02__11,s8q02__99,s8q03__13,s8q03__14,s8q03__15,s8q03__1,s8q03__2,s8q03__3,s8q03__4,s8q03__5,s8q03__6,s8q03__7,s8q03__8,s8q03__9,s8q03__10,s8q03__11,s8q03__12,s8q03__16,harvest_ton
45-41-54-53,6,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2
45-41-54-53,7,Cashew nut,5,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2
45-41-54-53,8,Cashew nut,4,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
45-41-54-53,9,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
45-41-54-53,10,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
45-41-58-83,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
45-41-58-83,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
45-49-89-78,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
45-59-59-99,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,1
45-60-84-86,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
45-83-01-81,1,Pigeon pea,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,0
45-85-46-86,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
45-86-87-68,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,,,,Yes,2
45-92-92-22,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
46-06-21-85,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,1
46-07-86-92,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
46-14-61-91,1,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0
46-18-71-78,2,Avocado,4,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,1
46-23-85-00,2,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
46-25-95-17,1,Cashew nut,48,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,No,1
46-25-95-17,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,No,1
46-25-95-17,1,Mango,16,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,Yes,1
46-31-43-94,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
46-47-64-28,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
46-47-64-28,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,2
46-52-31-36,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,8
46-52-31-36,1,Mango,1,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,1
46-56-94-22,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
46-56-94-22,1,Cashew nut,8,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
46-67-63-75,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,2
46-67-86-24,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
46-70-24-97,1,Cashew nut,6,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,1
46-71-87-52,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
46-75-18-47,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,,,No,0
46-77-33-78,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0
46-88-79-38,2,Sugar cane,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
46-90-70-41,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
46-99-33-67,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
47-10-41-56,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
47-10-41-56,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
47-10-41-56,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
47-10-41-56,2,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
47-15-19-57,1,Coffee,285,Yes,,,,,,,,,,,,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,226
47-27-85-22,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
47-30-02-46,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,0
47-56-46-71,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
47-80-24-28,1,Mango,5,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,1
47-82-09-11,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
47-82-09-11,2,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
47-96-46-46,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1
48-11-86-04,1,Cashew nut,6,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
48-35-85-55,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
48-41-44-82,1,Cashew nut,694,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17
48-47-10-85,1,Coffee,168,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,58
48-57-95-61,1,Coffee,1227,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,78
48-78-63-36,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,0
48-80-05-24,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
48-80-05-24,2,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
48-85-65-22,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
48-92-31-38,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1
48-96-62-03,1,Mango,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
49-08-69-56,1,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
49-09-94-22,1,Coffee,81,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,16
49-23-06-98,1,Cashew nut,6,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,1
49-25-78-79,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0
49-40-64-09,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0
49-44-02-74,1,Avocado,85,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,30
49-44-02-74,2,Avocado,49,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,48
49-48-15-64,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
49-51-68-57,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
49-56-08-27,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
49-58-60-44,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
49-70-70-12,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,0
49-74-70-68,3,Avocado,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,0
49-80-72-70,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
49-87-98-73,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
49-88-02-63,1,Mango,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,0
50-07-66-92,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,0
50-07-66-92,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
50-20-13-86,1,Avocado,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
50-30-33-00,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
50-32-59-99,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
50-33-98-49,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
50-36-05-20,2,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,0
50-36-05-20,2,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0
50-37-73-20,3,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,,,,No,0
50-40-50-29,1,Cashew nut,1635,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1
50-58-49-52,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
50-74-59-46,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
50-74-59-46,1,Cashew nut,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
50-77-19-13,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,,,,No,0
50-80-36-11,1,Cashew nut,162,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,,,,No,0
50-83-75-02,3,Cashew nut,4,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
50-87-25-68,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
50-92-32-50,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,1
50-98-39-59,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,No,0
50-98-39-59,1,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,,,,No,1
50-98-39-59,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,,,,No,1
50-99-17-35,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,0
51-05-49-96,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
51-06-04-82,1,Cashew nut,39,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,3
51-06-04-82,1,Mango,77,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,6
51-06-04-82,1,Orange,31,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,10
51-11-59-21,2,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
51-12-17-97,3,Sugar cane,228,Yes,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,28449
51-31-96-25,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,No,0
51-37-14-99,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
51-42-03-33,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,1
51-60-18-78,1,Banana,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
51-61-64-31,1,Pigeon pea,6,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,3
51-61-87-42,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
51-64-14-14,1,Cashew nut,56,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0
51-71-73-01,1,Mango,16,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
51-80-94-30,1,Mango,169,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1
51-80-94-30,1,Orange,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0
51-94-65-62,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
51-98-84-58,1,Orange,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,No,1
52-05-24-52,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
52-07-73-92,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
52-10-70-74,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-10-70-74,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,0
52-17-81-86,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
52-24-03-99,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,0
52-28-20-42,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
52-28-20-42,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,0
52-28-20-42,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
52-47-17-79,3,Avocado,1,Yes,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2
52-47-17-79,4,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3
52-48-87-41,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0
52-49-39-40,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
52-52-84-84,2,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
52-52-85-41,1,Pigeon pea,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-53-46-36,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,No,2
52-53-46-36,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-53-46-36,1,Orange,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-58-28-86,1,Banana,24,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-59-09-89,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-59-09-89,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,1
52-61-86-06,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
52-66-17-08,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
52-68-26-23,1,Coffee,107,Yes,,,,,,,,,,,,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,123
52-72-29-21,1,Cashew nut,2,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
52-72-29-21,2,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0
52-78-32-99,1,Coffee,178,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,72
52-86-76-02,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
52-94-13-54,1,Coffee,21,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,4
52-99-59-46,2,Mango,211,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0
53-03-49-19,2,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,,,No,1
53-05-62-61,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
53-16-05-20,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
53-16-69-64,1,Avocado,6,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0
53-43-14-02,1,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1
53-44-68-17,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,No,0
53-44-68-17,1,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,,,,No,1
53-44-68-17,1,Mango,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
53-48-93-48,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
53-62-27-65,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
53-76-39-46,2,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,Yes,2
53-94-02-77,1,Cashew nut,1,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
53-96-36-55,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
53-96-36-55,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
53-97-43-89,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1
53-97-54-76,1,Cashew nut,69,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
54-07-30-86,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
54-13-06-01,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
54-13-06-01,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
54-18-29-47,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
54-18-43-69,1,Coffee,300,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,157
54-19-47-58,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,,,,No,2
54-46-18-39,1,Avocado,27,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
54-50-01-61,1,Sugar cane,148,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,70
54-50-01-61,1,Mango,5,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,18
54-53-66-20,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
54-69-59-98,1,Mango,1,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,1
54-82-58-54,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
54-82-58-54,1,Mango,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,,,No,1
54-82-58-54,1,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,1
54-83-64-93,1,Coffee,30,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,6
54-90-47-25,1,Cashew nut,607,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,7
54-90-47-25,2,Cashew nut,61,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,3
54-97-75-73,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
54-99-52-60,1,Avocado,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
55-01-05-13,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
55-02-19-11,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
55-06-42-01,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,0
55-06-65-32,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
55-07-52-03,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0
55-37-33-13,1,Coffee,395,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,111
55-40-76-61,1,Cashew nut,9,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
55-41-67-71,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
55-44-91-07,1,Cashew nut,46,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11
55-45-16-48,1,Mango,1,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
55-45-16-48,2,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
55-47-33-22,1,Banana,1,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,,,,Yes,2
55-47-33-22,1,Avocado,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,9
55-56-43-95,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
55-57-31-50,1,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1
